top,Yield,ROC,EarningsYield,RS(6m),ROA,ΔROA,AccrualRatio,ΔLTDebt-to-Assets,ΔCurrentRatio,ΔOpMgn,ΔAssetTurnover,roi,annualized,mean,std,sharpe,alpha,alpha_daily,beta,var,var_daily,tvar,tvar_daily
30,0,0,0,0,-1,0,0,1,0,1,-1,112.15,16.23,15.94,15.89,1.04,33.45,0.13,1.05,-25.08,-1.58,-36.34,-2.29
30,0,0,0,0,-1,0,0,1,1,1,1,96.68,14.49,14.46,15.88,0.95,25.92,0.1,1.05,-25.48,-1.61,-38.38,-2.42
30,0,0,0,0,-1,0,1,1,1,-1,-1,93.07,14.06,14.2,16.54,0.89,25.12,0.1,1.04,-26.56,-1.67,-37.51,-2.36
30,0,0,0,0,-1,0,1,1,1,0,-1,117.46,16.81,16.4,15.75,1.08,37.35,0.15,1.02,-26.65,-1.68,-35.92,-2.26
30,0,0,0,0,-1,1,0,-1,0,-1,-1,63.63,10.35,10.87,15.87,0.72,7.85,0.03,1.05,-25.27,-1.59,-37.19,-2.34
30,0,0,0,0,-1,1,0,0,0,-1,0,139.94,19.13,18.86,18.8,1.03,49.41,0.2,1.03,-27.22,-1.71,-42.53,-2.68
30,0,0,0,0,0,-1,-1,-1,0,0,-1,62.2,10.16,10.63,15.43,0.73,10.28,0.04,0.97,-24.08,-1.52,-35.41,-2.23
30,0,0,0,0,0,-1,0,0,-1,1,-1,171.82,22.14,21.06,17.53,1.24,63.9,0.25,0.96,-25.58,-1.61,-39.56,-2.49
30,0,0,0,0,0,-1,1,-1,0,-1,0,40.17,6.99,7.62,14.36,0.57,-3.13,-0.01,0.93,-22.99,-1.45,-32.48,-2.05
30,0,0,0,0,0,0,0,-1,1,-1,-1,48.34,8.21,8.84,15.14,0.62,1.26,0.01,0.97,-24.71,-1.56,-34.86,-2.2
30,0,0,0,0,0,0,0,1,0,-1,-1,130.99,18.23,17.76,16.89,1.09,45.36,0.18,1.0,-25.37,-1.6,-38.07,-2.4
30,0,0,0,0,0,0,1,-1,-1,0,1,81.52,12.66,12.65,14.31,0.93,22.7,0.09,0.93,-22.45,-1.41,-32.74,-2.06
30,0,0,0,0,0,1,-1,1,0,1,-1,106.15,15.57,15.28,15.28,1.04,32.46,0.13,1.0,-24.71,-1.56,-35.8,-2.26
30,0,0,0,0,0,1,0,-1,1,1,0,55.82,9.28,9.86,15.54,0.67,5.18,0.02,1.0,-26.07,-1.64,-36.7,-2.31
30,0,0,0,0,1,-1,-1,-1,0,0,-1,70.02,11.2,11.42,14.58,0.82,15.51,0.06,0.95,-24.29,-1.53,-32.93,-2.07
30,0,0,0,0,1,-1,-1,1,0,0,0,68.45,10.99,11.25,14.69,0.81,15.52,0.06,0.93,-24.31,-1.53,-34.04,-2.14
30,0,0,0,0,1,-1,1,0,0,1,-1,70.65,11.28,11.29,13.12,0.91,19.6,0.08,0.85,-21.03,-1.32,-30.26,-1.91
30,0,0,0,0,1,0,-1,1,1,0,0,88.19,13.48,13.43,14.79,0.95,25.76,0.1,0.95,-23.4,-1.47,-34.54,-2.18
30,0,0,0,0,1,0,1,-1,0,-1,-1,39.2,6.84,7.41,13.84,0.58,-3.2,-0.01,0.91,-23.11,-1.46,-31.27,-1.97
30,0,0,0,0,1,0,1,0,-1,-1,1,59.91,9.84,10.19,14.34,0.75,9.73,0.04,0.93,-23.4,-1.47,-32.68,-2.06
30,0,0,0,0,1,1,0,1,0,0,1,54.04,9.02,9.58,15.15,0.67,5.86,0.02,0.95,-23.89,-1.51,-35.57,-2.24
30,0,0,0,0,1,1,1,1,0,0,1,62.8,10.24,10.61,14.83,0.76,11.38,0.05,0.95,-23.31,-1.47,-34.0,-2.14
30,0,0,0,1,-1,-1,-1,1,0,0,1,33.42,5.94,6.82,15.48,0.48,-10.53,-0.04,1.0,-26.08,-1.64,-36.91,-2.32
30,0,0,0,1,-1,-1,0,-1,-1,-1,1,28.39,5.13,6.01,15.08,0.44,-13.52,-0.05,0.97,-23.74,-1.5,-35.36,-2.23
30,0,0,0,1,-1,-1,1,0,-1,1,-1,100.13,14.88,15.08,17.5,0.9,33.15,0.13,0.97,-23.81,-1.5,-39.26,-2.47
30,0,0,0,1,-1,0,-1,-1,1,1,1,72.12,11.47,11.97,16.61,0.76,13.56,0.05,1.05,-27.55,-1.74,-39.0,-2.46
30,0,0,0,1,-1,0,-1,1,1,-1,0,83.05,12.85,13.04,15.79,0.86,21.28,0.08,1.0,-26.14,-1.65,-35.72,-2.25
30,0,0,0,1,-1,0,0,-1,-1,0,-1,49.77,8.41,9.08,15.52,0.62,0.64,0.0,1.01,-24.1,-1.52,-36.27,-2.28
30,0,0,0,1,-1,1,-1,1,-1,0,0,66.48,10.73,11.34,16.7,0.71,8.45,0.03,1.09,-27.02,-1.7,-39.23,-2.47
30,0,0,0,1,-1,1,1,0,1,-1,1,60.69,9.95,10.42,15.3,0.72,8.33,0.03,0.99,-24.9,-1.57,-35.43,-2.23
30,0,0,0,1,0,-1,-1,-1,0,0,0,52.14,8.76,9.46,15.92,0.63,3.0,0.01,1.0,-25.25,-1.59,-37.8,-2.38
30,0,0,0,1,0,-1,0,1,0,1,-1,79.87,12.46,12.57,14.93,0.88,21.87,0.09,0.94,-23.63,-1.49,-33.94,-2.14
30,0,0,0,1,0,0,-1,-1,1,0,-1,65.87,10.65,11.18,16.15,0.73,10.74,0.04,1.02,-26.42,-1.66,-37.49,-2.36
30,0,0,0,1,0,0,-1,-1,1,0,1,55.65,9.25,9.93,16.12,0.65,5.4,0.02,1.0,-26.75,-1.68,-38.31,-2.41
30,0,0,0,1,0,0,-1,0,0,-1,-1,64.66,10.49,10.92,15.43,0.75,12.03,0.05,0.96,-25.1,-1.58,-35.46,-2.23
30,0,0,0,1,0,0,-1,1,1,-1,-1,77.04,12.1,12.36,15.59,0.83,18.73,0.07,0.98,-25.38,-1.6,-35.56,-2.24
30,0,0,0,1,0,0,-1,1,1,1,0,100.91,14.97,14.87,15.86,0.98,30.5,0.12,1.0,-25.3,-1.59,-37.0,-2.33
30,0,0,0,1,0,0,1,0,0,0,1,86.26,13.25,13.36,15.62,0.89,23.0,0.09,1.0,-25.04,-1.58,-36.29,-2.29
30,0,0,0,1,0,1,0,-1,1,1,0,72.43,11.51,11.92,16.06,0.78,15.35,0.06,1.0,-25.33,-1.6,-37.52,-2.36
30,0,0,0,1,0,1,0,1,1,0,1,76.33,12.01,12.34,15.97,0.81,17.23,0.07,1.01,-25.57,-1.61,-37.19,-2.34
30,0,0,0,1,1,-1,-1,-1,1,0,-1,54.27,9.06,9.61,15.17,0.67,5.66,0.02,0.96,-24.99,-1.57,-34.97,-2.2
30,0,0,0,1,1,-1,0,-1,1,0,-1,83.3,12.88,12.86,14.38,0.94,24.62,0.1,0.91,-22.83,-1.44,-32.7,-2.06
30,0,0,0,1,1,-1,0,1,1,-1,1,81.26,12.63,12.74,15.08,0.88,21.59,0.09,0.96,-24.01,-1.51,-34.86,-2.2
30,0,0,0,1,1,-1,1,1,0,-1,-1,64.55,10.47,10.72,14.17,0.8,13.68,0.05,0.91,-22.58,-1.42,-31.71,-2.0
30,0,0,0,1,1,0,-1,1,0,0,0,60.3,9.9,10.42,15.55,0.71,10.18,0.04,0.95,-24.92,-1.57,-36.1,-2.27
30,0,0,0,1,1,0,1,-1,1,1,-1,59.08,9.73,10.18,15.0,0.72,8.64,0.03,0.96,-24.83,-1.56,-34.96,-2.2
30,0,0,0,1,1,0,1,1,-1,-1,-1,55.98,9.3,9.69,14.24,0.72,7.71,0.03,0.92,-22.74,-1.43,-32.31,-2.04
30,0,0,0,1,1,1,0,0,-1,1,1,76.43,12.02,12.26,15.36,0.84,19.56,0.08,0.95,-23.83,-1.5,-35.64,-2.24
30,0,0,0,1,1,1,0,1,1,0,0,76.16,11.99,12.19,15.14,0.84,19.5,0.08,0.94,-24.56,-1.55,-34.7,-2.19
30,0,0,0,1,1,1,1,0,0,0,1,68.61,11.01,11.45,15.87,0.76,13.68,0.05,0.99,-25.26,-1.59,-36.72,-2.31
30,0,0,1,-1,-1,-1,-1,-1,0,-1,1,32.7,5.82,6.76,15.76,0.47,-10.08,-0.04,0.98,-24.41,-1.54,-36.19,-2.28
30,0,0,1,-1,-1,-1,-1,-1,0,1,1,46.79,7.98,8.6,14.92,0.62,-0.07,-0.0,0.97,-24.21,-1.53,-35.36,-2.23
30,0,0,1,-1,-1,-1,0,-1,0,1,-1,54.17,9.04,9.6,15.2,0.67,4.78,0.02,0.98,-24.16,-1.52,-35.54,-2.24
30,0,0,1,-1,-1,-1,0,0,0,-1,1,92.76,14.03,14.55,18.59,0.81,29.83,0.12,0.98,-26.81,-1.69,-43.35,-2.73
30,0,0,1,-1,-1,-1,0,0,1,0,-1,93.61,14.13,14.26,16.59,0.9,27.64,0.11,1.0,-25.05,-1.58,-37.88,-2.39
30,0,0,1,-1,-1,0,-1,1,0,0,1,62.22,10.16,10.95,17.39,0.66,8.24,0.03,1.05,-28.21,-1.78,-40.44,-2.55
30,0,0,1,-1,-1,0,0,1,-1,1,-1,66.32,10.71,11.12,15.48,0.76,11.9,0.05,0.99,-25.88,-1.63,-36.6,-2.31
30,0,0,1,-1,-1,0,1,0,0,1,1,63.71,10.36,10.84,15.6,0.73,8.55,0.03,1.03,-25.95,-1.63,-36.32,-2.29
30,0,0,1,-1,-1,1,0,1,0,1,1,85.67,13.17,13.32,15.79,0.88,20.67,0.08,1.04,-25.65,-1.62,-37.6,-2.37
30,0,0,1,-1,-1,1,0,1,1,1,-1,98.97,14.75,14.6,15.34,0.99,28.74,0.11,1.01,-25.49,-1.61,-35.59,-2.24
30,0,0,1,-1,0,-1,0,-1,-1,0,0,49.65,8.4,9.0,15.06,0.64,2.92,0.01,0.95,-24.09,-1.52,-34.68,-2.18
30,0,0,1,-1,0,-1,1,0,1,1,1,71.34,11.37,11.6,14.78,0.83,15.53,0.06,0.96,-24.52,-1.54,-33.73,-2.12
30,0,0,1,-1,0,0,0,0,-1,-1,-1,133.08,18.44,18.27,18.69,1.01,50.79,0.2,0.94,-25.63,-1.61,-42.98,-2.71
30,0,0,1,-1,0,0,1,0,1,0,-1,53.49,8.95,9.43,14.62,0.69,5.42,0.02,0.94,-23.16,-1.46,-33.81,-2.13
30,0,0,1,-1,0,0,1,1,0,0,-1,84.33,13.01,12.99,14.58,0.93,23.62,0.09,0.94,-23.06,-1.45,-33.63,-2.12
30,0,0,1,-1,0,1,-1,0,1,0,-1,73.21,11.61,11.93,15.55,0.81,16.31,0.06,0.98,-26.18,-1.65,-36.42,-2.29
30,0,0,1,-1,0,1,0,0,0,1,1,93.85,14.15,13.97,14.53,1.0,28.53,0.11,0.95,-21.99,-1.39,-33.71,-2.12
30,0,0,1,-1,0,1,1,0,0,1,-1,59.62,9.8,10.14,14.24,0.75,9.84,0.04,0.93,-22.75,-1.43,-33.56,-2.11
30,0,0,1,-1,0,1,1,0,1,-1,1,69.47,11.13,11.39,14.77,0.81,14.84,0.06,0.96,-23.85,-1.5,-33.85,-2.13
30,0,0,1,-1,1,-1,-1,0,-1,1,-1,58.22,9.61,9.96,14.2,0.74,9.67,0.04,0.91,-23.72,-1.49,-33.16,-2.09
30,0,0,1,-1,1,-1,-1,0,0,0,-1,57.01,9.44,9.83,14.36,0.73,9.47,0.04,0.9,-23.38,-1.47,-33.87,-2.13
30,0,0,1,-1,1,-1,-1,0,1,-1,1,48.52,8.23,8.89,15.3,0.62,2.14,0.01,0.95,-24.5,-1.54,-35.68,-2.25
30,0,0,1,-1,1,-1,0,-1,0,0,-1,52.65,8.83,9.24,14.07,0.7,6.91,0.03,0.89,-23.46,-1.48,-32.68,-2.06
30,0,0,1,-1,1,-1,1,0,0,0,1,50.93,8.58,9.06,14.35,0.67,4.22,0.02,0.93,-23.04,-1.45,-33.52,-2.11
30,0,0,1,-1,1,-1,1,0,1,-1,-1,70.06,11.2,11.39,14.33,0.84,16.37,0.06,0.92,-22.74,-1.43,-32.73,-2.06
30,0,0,1,-1,1,-1,1,0,1,1,-1,66.03,10.67,10.84,13.79,0.83,15.44,0.06,0.88,-22.63,-1.43,-32.47,-2.05
30,0,0,1,-1,1,-1,1,1,-1,0,1,44.76,7.68,8.22,14.16,0.62,0.51,0.0,0.92,-24.11,-1.52,-32.64,-2.06
30,0,0,1,-1,1,0,-1,-1,-1,0,-1,43.54,7.5,8.07,14.29,0.61,-0.05,-0.0,0.91,-23.46,-1.48,-33.52,-2.11
30,0,0,1,-1,1,0,0,-1,0,1,1,76.79,12.07,12.15,14.35,0.89,19.98,0.08,0.93,-23.54,-1.48,-33.4,-2.1
30,0,0,1,-1,1,0,0,0,-1,0,0,42.08,7.28,7.94,14.71,0.58,-1.98,-0.01,0.94,-23.99,-1.51,-34.62,-2.18
30,0,0,1,-1,1,0,1,-1,1,-1,-1,39.01,6.81,7.41,14.0,0.57,-2.69,-0.01,0.9,-23.67,-1.49,-32.82,-2.07
30,0,0,1,-1,1,0,1,0,0,0,0,47.31,8.06,8.7,15.08,0.62,1.01,0.0,0.96,-24.26,-1.53,-35.52,-2.24
30,0,0,1,-1,1,0,1,0,1,-1,0,68.02,10.94,11.19,14.59,0.81,14.68,0.06,0.94,-23.18,-1.46,-33.42,-2.11
30,0,0,1,-1,1,1,-1,-1,-1,1,0,79.82,12.45,12.5,14.46,0.91,21.84,0.09,0.93,-22.41,-1.41,-33.58,-2.12
30,0,0,1,-1,1,1,-1,-1,0,-1,-1,40.48,7.03,7.64,14.22,0.58,-1.35,-0.01,0.89,-23.55,-1.48,-33.04,-2.08
30,0,0,1,-1,1,1,-1,1,0,1,0,66.51,10.74,10.99,14.43,0.8,14.26,0.06,0.93,-22.68,-1.43,-33.57,-2.11
30,0,0,1,-1,1,1,0,-1,1,-1,1,62.22,10.16,10.55,14.87,0.75,10.38,0.04,0.96,-24.06,-1.52,-34.66,-2.18
30,0,0,1,-1,1,1,0,0,1,0,0,64.88,10.52,10.76,14.16,0.8,13.93,0.06,0.91,-23.19,-1.46,-33.13,-2.09
30,0,0,1,-1,1,1,1,0,-1,1,0,79.83,12.45,12.54,14.75,0.89,21.67,0.09,0.94,-23.64,-1.49,-33.9,-2.14
30,0,0,1,-1,1,1,1,0,-1,1,1,90.23,13.73,13.61,14.56,0.98,27.25,0.11,0.93,-23.15,-1.46,-33.25,-2.09
30,0,0,1,0,-1,-1,0,-1,-1,0,1,45.72,7.82,8.46,14.95,0.61,-1.32,-0.01,0.98,-23.69,-1.49,-34.55,-2.18
30,0,0,1,0,-1,-1,0,0,-1,-1,1,68.15,10.95,11.77,17.96,0.69,16.44,0.07,0.96,-26.02,-1.64,-41.35,-2.6
30,0,0,1,0,-1,-1,0,1,0,0,-1,112.86,16.31,16.24,17.33,0.97,36.62,0.15,1.02,-27.37,-1.72,-39.46,-2.49
30,0,0,1,0,-1,-1,1,0,-1,-1,1,84.58,13.04,13.49,17.46,0.81,25.42,0.1,0.96,-25.53,-1.61,-39.65,-2.5
30,0,0,1,0,-1,0,0,-1,-1,-1,1,32.11,5.73,6.53,14.78,0.48,-10.77,-0.04,0.97,-23.33,-1.47,-34.4,-2.17
30,0,0,1,0,-1,0,0,0,0,0,0,71.86,11.44,11.94,16.58,0.76,11.65,0.05,1.08,-26.89,-1.69,-37.79,-2.38
30,0,0,1,0,-1,1,0,-1,0,1,0,67.78,10.9,11.33,15.68,0.76,11.51,0.05,1.02,-24.87,-1.57,-36.9,-2.32
30,0,0,1,0,-1,1,1,1,-1,-1,-1,55.5,9.23,9.76,15.15,0.68,3.99,0.02,1.01,-24.33,-1.53,-35.35,-2.23
30,0,0,1,0,0,-1,1,-1,-1,-1,1,28.72,5.18,5.97,14.45,0.45,-12.15,-0.05,0.94,-24.26,-1.53,-32.96,-2.08
30,0,0,1,0,0,0,0,-1,0,1,0,65.4,10.59,11.0,15.36,0.76,11.83,0.05,0.98,-24.28,-1.53,-36.66,-2.31
30,0,0,1,0,0,0,0,1,-1,0,0,48.13,8.18,8.76,14.79,0.63,0.88,0.0,0.97,-23.9,-1.51,-34.04,-2.14
30,0,0,1,0,0,0,0,1,-1,1,0,54.32,9.06,9.52,14.54,0.7,5.42,0.02,0.95,-22.63,-1.43,-33.28,-2.1
30,0,0,1,0,0,0,1,0,0,-1,-1,116.88,16.75,16.64,17.44,0.99,42.69,0.17,0.94,-25.32,-1.6,-39.33,-2.48
30,0,0,1,0,0,1,-1,0,1,-1,0,53.01,8.88,9.38,14.74,0.68,6.22,0.02,0.92,-24.08,-1.52,-33.88,-2.13
30,0,0,1,0,0,1,0,0,1,-1,-1,72.1,11.47,11.66,14.63,0.84,17.53,0.07,0.93,-24.54,-1.55,-32.97,-2.08
30,0,0,1,0,0,1,1,-1,1,1,1,62.94,10.26,10.69,15.24,0.74,10.15,0.04,0.98,-23.61,-1.49,-35.25,-2.22
30,0,0,1,0,1,-1,-1,1,-1,1,1,45.32,7.76,8.33,14.42,0.62,1.04,0.0,0.92,-23.38,-1.47,-33.06,-2.08
30,0,0,1,0,1,-1,0,0,1,1,0,90.27,13.73,13.56,14.2,1.0,28.61,0.11,0.9,-22.66,-1.43,-32.7,-2.06
30,0,0,1,0,1,-1,0,1,0,1,1,74.75,11.81,11.94,14.48,0.87,19.17,0.08,0.92,-22.84,-1.44,-33.27,-2.1
30,0,0,1,0,1,0,-1,0,-1,0,-1,69.89,11.18,11.36,14.31,0.84,16.54,0.07,0.92,-23.56,-1.48,-33.08,-2.08
30,0,0,1,0,1,1,-1,1,-1,-1,1,22.32,4.11,5.03,14.84,0.38,-17.65,-0.07,0.96,-24.4,-1.54,-34.49,-2.17
30,0,0,1,0,1,1,0,0,-1,1,-1,81.65,12.68,12.68,14.38,0.92,22.92,0.09,0.93,-22.07,-1.39,-33.38,-2.1
30,0,0,1,0,1,1,0,1,-1,0,0,52.52,8.81,9.31,14.64,0.68,5.63,0.02,0.93,-22.41,-1.41,-33.55,-2.11
30,0,0,1,1,-1,-1,-1,-1,0,1,1,46.27,7.9,8.83,16.76,0.56,-1.99,-0.01,1.03,-27.84,-1.75,-39.5,-2.49
30,0,0,1,1,-1,-1,-1,1,1,-1,1,36.87,6.48,7.21,14.73,0.53,-6.01,-0.02,0.95,-24.85,-1.57,-34.36,-2.16
30,0,0,1,1,-1,-1,0,-1,1,1,0,77.85,12.21,12.55,16.19,0.81,17.38,0.07,1.03,-26.12,-1.65,-37.96,-2.39
30,0,0,1,1,-1,-1,1,-1,1,1,-1,65.25,10.57,10.99,15.4,0.75,11.08,0.04,0.99,-24.73,-1.56,-34.9,-2.2
30,0,0,1,1,-1,-1,1,1,-1,0,-1,58.04,9.59,10.03,14.82,0.72,8.19,0.03,0.95,-23.08,-1.45,-33.25,-2.09
30,0,0,1,1,-1,0,-1,0,-1,0,0,57.94,9.57,10.18,15.88,0.68,6.63,0.03,1.0,-26.2,-1.65,-36.56,-2.3
30,0,0,1,1,-1,1,1,-1,0,0,1,83.82,12.95,13.12,15.75,0.87,21.24,0.08,1.01,-23.71,-1.49,-36.19,-2.28
30,0,0,1,1,0,-1,1,-1,0,1,1,78.12,12.24,12.47,15.52,0.84,19.2,0.08,0.98,-24.53,-1.54,-35.86,-2.26
30,0,0,1,1,0,-1,1,0,0,-1,-1,55.51,9.23,9.64,14.35,0.71,8.3,0.03,0.91,-23.36,-1.47,-32.24,-2.03
30,0,0,1,1,0,-1,1,1,0,-1,1,64.61,10.48,10.83,14.89,0.77,12.3,0.05,0.95,-23.97,-1.51,-34.08,-2.15
30,0,0,1,1,0,0,0,1,0,1,1,62.42,10.19,10.73,15.9,0.71,9.68,0.04,0.99,-25.67,-1.62,-36.92,-2.33
30,0,0,1,1,0,1,-1,-1,-1,1,-1,66.16,10.69,11.11,15.49,0.76,12.17,0.05,0.98,-24.48,-1.54,-36.18,-2.28
30,0,0,1,1,0,1,-1,0,-1,0,-1,59.99,9.85,10.41,15.77,0.7,7.79,0.03,1.0,-24.23,-1.53,-37.16,-2.34
30,0,0,1,1,0,1,0,-1,1,0,1,82.24,12.75,12.97,15.89,0.85,21.33,0.08,0.99,-25.19,-1.59,-36.82,-2.32
30,0,0,1,1,0,1,1,-1,0,1,1,75.43,11.9,12.24,15.93,0.81,16.92,0.07,1.0,-24.47,-1.54,-37.24,-2.35
30,0,0,1,1,1,-1,-1,1,-1,1,-1,57.64,9.53,9.88,14.11,0.74,10.11,0.04,0.89,-21.59,-1.36,-32.41,-2.04
30,0,0,1,1,1,-1,0,-1,0,1,1,76.76,12.07,12.38,15.89,0.82,18.57,0.07,0.98,-26.1,-1.64,-37.08,-2.34
30,0,0,1,1,1,-1,0,1,1,0,1,87.43,13.39,13.33,14.63,0.95,27.15,0.11,0.91,-23.99,-1.51,-33.46,-2.11
30,0,0,1,1,1,-1,1,-1,1,0,-1,76.96,12.09,12.2,14.62,0.88,20.73,0.08,0.92,-24.41,-1.54,-33.27,-2.1
30,0,0,1,1,1,0,-1,-1,0,1,1,51.7,8.69,9.36,15.69,0.63,3.89,0.02,0.97,-24.86,-1.57,-36.65,-2.31
30,0,0,1,1,1,0,0,1,0,-1,1,62.42,10.19,10.58,14.96,0.75,11.81,0.05,0.93,-24.47,-1.54,-33.99,-2.14
30,0,0,1,1,1,0,1,0,0,1,0,76.66,12.05,12.26,15.18,0.85,19.58,0.08,0.95,-23.45,-1.48,-34.73,-2.19
30,0,0,1,1,1,1,-1,0,0,-1,-1,81.7,12.69,12.74,14.76,0.9,24.18,0.1,0.91,-24.21,-1.52,-34.09,-2.15
30,0,1,-1,-1,-1,-1,1,-1,-1,0,0,37.38,6.56,7.42,15.64,0.51,-7.47,-0.03,1.0,-24.4,-1.54,-35.36,-2.23
30,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,65.86,10.65,11.43,17.67,0.68,10.1,0.04,1.06,-27.3,-1.72,-40.72,-2.57
30,0,1,-1,-1,-1,-1,1,1,-1,1,1,62.31,10.17,10.65,15.49,0.73,8.56,0.03,1.01,-27.11,-1.71,-36.4,-2.29
30,0,1,-1,-1,-1,1,1,0,0,0,-1,132.58,18.39,18.09,17.95,1.04,47.02,0.19,1.0,-25.62,-1.61,-40.64,-2.56
30,0,1,-1,-1,-1,1,1,0,1,1,1,106.04,15.56,15.32,15.6,1.02,31.27,0.12,1.03,-24.73,-1.56,-36.89,-2.32
30,0,1,-1,-1,0,-1,-1,-1,-1,0,-1,59.05,9.73,10.28,15.65,0.7,8.76,0.03,0.96,-24.61,-1.55,-35.63,-2.24
30,0,1,-1,-1,0,-1,-1,0,1,0,-1,79.81,12.45,12.84,16.7,0.8,20.48,0.08,0.99,-26.5,-1.67,-38.03,-2.4
30,0,1,-1,-1,0,-1,0,0,-1,0,0,130.0,18.13,17.99,18.56,1.0,48.41,0.19,0.96,-25.94,-1.63,-42.38,-2.67
30,0,1,-1,-1,0,-1,1,0,0,-1,0,139.77,19.11,18.83,18.74,1.04,50.93,0.2,1.0,-26.54,-1.67,-43.04,-2.71
30,0,1,-1,-1,0,0,-1,-1,1,1,0,67.97,10.93,11.36,15.77,0.76,10.89,0.04,1.04,-25.31,-1.59,-37.63,-2.37
30,0,1,-1,-1,0,0,-1,0,0,0,-1,93.76,14.14,14.45,17.6,0.86,27.05,0.11,1.03,-26.96,-1.7,-39.86,-2.51
30,0,1,-1,-1,0,0,-1,1,0,0,-1,101.2,15.01,15.11,17.14,0.92,31.59,0.13,1.0,-26.34,-1.66,-39.05,-2.46
30,0,1,-1,-1,0,1,0,1,0,-1,1,90.91,13.81,13.81,15.43,0.93,25.02,0.1,1.0,-25.02,-1.58,-36.43,-2.29
30,0,1,-1,-1,0,1,0,1,0,0,1,78.15,12.24,12.37,14.83,0.87,19.61,0.08,0.96,-23.97,-1.51,-35.39,-2.23
30,0,1,-1,-1,1,-1,1,-1,0,-1,1,45.08,7.73,8.31,14.47,0.62,-0.62,-0.0,0.95,-23.29,-1.47,-33.25,-2.09
30,0,1,-1,-1,1,-1,1,0,-1,0,0,131.05,18.23,17.73,16.61,1.1,51.57,0.2,0.87,-23.7,-1.49,-36.71,-2.31
30,0,1,-1,-1,1,-1,1,0,1,1,1,83.91,12.96,12.85,13.85,0.97,24.92,0.1,0.9,-22.12,-1.39,-32.13,-2.02
30,0,1,-1,-1,1,0,1,0,-1,0,0,142.69,19.4,18.71,16.74,1.15,55.36,0.22,0.89,-23.28,-1.47,-37.55,-2.37
30,0,1,-1,-1,1,1,-1,-1,1,1,1,78.38,12.27,12.33,14.44,0.9,20.57,0.08,0.94,-23.46,-1.48,-34.5,-2.17
30,0,1,-1,-1,1,1,0,-1,1,0,0,59.1,9.73,10.04,13.98,0.76,10.68,0.04,0.9,-22.29,-1.4,-32.59,-2.05
30,0,1,-1,-1,1,1,1,0,-1,1,1,71.55,11.4,11.51,14.0,0.86,17.92,0.07,0.9,-22.02,-1.39,-32.3,-2.03
30,0,1,-1,0,-1,-1,0,-1,-1,0,-1,48.21,8.19,8.93,15.86,0.6,-0.57,-0.0,1.02,-24.78,-1.56,-36.19,-2.28
30,0,1,-1,0,-1,-1,0,0,-1,-1,-1,113.07,16.33,16.52,18.68,0.92,39.35,0.16,0.99,-27.29,-1.72,-42.26,-2.66
30,0,1,-1,0,-1,-1,1,-1,0,0,-1,39.94,6.95,7.77,15.56,0.54,-6.46,-0.03,1.01,-25.08,-1.58,-35.66,-2.25
30,0,1,-1,0,-1,-1,1,1,-1,0,-1,75.63,11.92,12.23,15.8,0.81,17.17,0.07,1.0,-24.66,-1.55,-35.76,-2.25
30,0,1,-1,0,-1,0,0,-1,1,-1,1,30.46,5.46,6.36,15.32,0.45,-13.21,-0.05,1.01,-24.41,-1.54,-35.62,-2.24
30,0,1,-1,0,-1,0,1,1,0,0,-1,59.63,9.8,10.26,15.1,0.72,7.29,0.03,0.99,-24.32,-1.53,-34.73,-2.19
30,0,1,-1,0,-1,0,1,1,0,1,0,67.27,10.84,11.23,15.44,0.77,10.29,0.04,1.03,-25.43,-1.6,-36.8,-2.32
30,0,1,-1,0,-1,1,0,1,0,1,-1,88.84,13.56,13.64,15.74,0.9,22.34,0.09,1.04,-24.86,-1.57,-36.55,-2.3
30,0,1,-1,0,-1,1,1,1,-1,0,1,90.36,13.74,13.73,15.28,0.94,23.82,0.09,1.02,-24.66,-1.55,-35.93,-2.26
30,0,1,-1,0,0,-1,-1,0,1,0,-1,86.99,13.33,13.52,16.17,0.87,23.39,0.09,1.01,-25.53,-1.61,-37.31,-2.35
30,0,1,-1,0,0,0,0,-1,-1,0,0,54.54,9.1,9.57,14.68,0.69,4.92,0.02,0.97,-24.33,-1.53,-33.9,-2.14
30,0,1,-1,0,0,0,1,-1,-1,1,1,83.88,12.96,12.93,14.48,0.93,23.3,0.09,0.94,-22.12,-1.39,-33.46,-2.11
30,0,1,-1,0,0,0,1,1,0,0,-1,74.95,11.84,11.9,14.04,0.89,19.15,0.08,0.92,-22.26,-1.4,-31.4,-1.98
30,0,1,-1,0,0,1,-1,1,-1,0,0,64.08,10.41,10.82,15.22,0.75,9.72,0.04,1.0,-23.77,-1.5,-34.95,-2.2
30,0,1,-1,0,1,-1,-1,-1,0,1,1,49.83,8.42,8.93,14.4,0.66,4.09,0.02,0.92,-24.35,-1.53,-34.37,-2.17
30,0,1,-1,0,1,-1,0,1,1,1,-1,96.7,14.49,14.11,13.53,1.09,32.43,0.13,0.88,-21.91,-1.38,-30.78,-1.94
30,0,1,-1,0,1,-1,1,1,1,1,0,96.15,14.42,14.07,13.61,1.08,32.33,0.13,0.88,-20.9,-1.32,-30.8,-1.94
30,0,1,-1,0,1,0,0,-1,-1,1,0,100.35,14.91,14.56,14.14,1.07,33.66,0.13,0.9,-22.07,-1.39,-33.07,-2.08
