top,Yield,ROC,EarningsYield,RS(6m),ROA,ΔROA,AccrualRatio,ΔLTDebt-to-Assets,ΔCurrentRatio,ΔOpMgn,ΔAssetTurnover,roi,annualized,mean,std,sharpe,alpha,alpha_daily,beta,var,var_daily,tvar,tvar_daily
30,-1,1,-1,0,0,1,1,-1,-1,-1,0,54.83,9.14,9.62,14.77,0.69,5.14,0.02,0.97,-23.77,-1.5,-34.51,-2.17
30,-1,1,-1,0,0,1,1,0,0,-1,1,68.31,10.97,11.29,15.07,0.79,12.74,0.05,0.99,-23.56,-1.48,-34.96,-2.2
30,-1,1,-1,0,1,-1,-1,0,-1,-1,1,47.27,8.05,8.69,15.08,0.62,0.47,0.0,0.97,-25.02,-1.58,-34.4,-2.17
30,-1,1,-1,0,1,-1,0,-1,-1,-1,0,53.05,8.89,9.38,14.64,0.68,4.75,0.02,0.95,-23.99,-1.51,-33.47,-2.11
30,-1,1,-1,0,1,-1,1,-1,0,-1,1,70.49,11.26,11.43,14.28,0.84,15.78,0.06,0.94,-23.89,-1.5,-32.72,-2.06
30,-1,1,-1,0,1,0,-1,-1,-1,1,0,94.59,14.24,14.13,15.11,0.98,27.89,0.11,0.98,-24.69,-1.56,-35.53,-2.24
30,-1,1,-1,0,1,0,-1,-1,0,-1,0,47.8,8.13,8.84,15.62,0.6,-1.0,-0.0,1.02,-25.66,-1.62,-36.47,-2.3
30,-1,1,-1,0,1,0,1,0,1,0,-1,71.9,11.44,11.52,13.78,0.88,18.8,0.07,0.89,-22.5,-1.42,-31.96,-2.01
30,-1,1,-1,0,1,1,-1,0,-1,1,-1,82.5,12.79,12.93,15.45,0.88,20.64,0.08,1.0,-24.62,-1.55,-36.66,-2.31
30,-1,1,-1,0,1,1,1,0,-1,1,1,96.33,14.44,14.31,15.1,0.99,29.7,0.12,0.96,-22.99,-1.45,-35.0,-2.2
30,-1,1,-1,0,1,1,1,0,1,-1,1,87.84,13.44,13.4,14.8,0.95,24.99,0.1,0.96,-22.6,-1.42,-34.12,-2.15
30,-1,1,-1,1,-1,-1,-1,0,1,0,0,60.04,9.86,10.63,17.05,0.66,4.9,0.02,1.08,-27.31,-1.72,-40.1,-2.53
30,-1,1,-1,1,-1,-1,-1,1,0,0,-1,92.66,14.01,14.21,16.84,0.88,24.92,0.1,1.05,-26.88,-1.69,-38.91,-2.45
30,-1,1,-1,1,-1,-1,0,-1,1,1,0,41.05,7.12,8.19,17.17,0.51,-8.51,-0.03,1.1,-28.25,-1.78,-40.86,-2.57
30,-1,1,-1,1,-1,0,-1,0,0,1,-1,57.64,9.53,10.46,17.75,0.62,0.9,0.0,1.15,-27.97,-1.76,-41.82,-2.63
30,-1,1,-1,1,-1,0,1,0,1,1,0,62.08,10.14,10.78,16.5,0.69,7.14,0.03,1.05,-26.15,-1.65,-38.7,-2.44
30,-1,1,-1,1,-1,1,-1,1,-1,1,-1,81.97,12.72,13.17,17.28,0.8,15.96,0.06,1.12,-27.05,-1.7,-40.34,-2.54
30,-1,1,-1,1,-1,1,1,-1,0,-1,0,37.99,6.65,7.66,16.59,0.5,-10.45,-0.04,1.09,-27.84,-1.75,-39.48,-2.49
30,-1,1,-1,1,-1,1,1,1,0,-1,1,80.44,12.53,12.85,16.32,0.82,17.61,0.07,1.05,-27.02,-1.7,-37.82,-2.38
30,-1,1,-1,1,-1,1,1,1,1,0,1,82.97,12.84,13.18,16.66,0.83,18.58,0.07,1.07,-26.77,-1.69,-38.86,-2.45
30,-1,1,-1,1,-1,1,1,1,1,1,1,74.27,11.75,12.23,16.66,0.77,13.63,0.05,1.07,-26.27,-1.65,-39.24,-2.47
30,-1,1,-1,1,0,-1,0,-1,-1,0,1,58.76,9.68,10.22,15.52,0.7,6.81,0.03,1.0,-25.36,-1.6,-36.67,-2.31
30,-1,1,-1,1,0,-1,1,-1,0,1,0,57.72,9.54,10.11,15.65,0.68,5.88,0.02,1.01,-25.72,-1.62,-36.7,-2.31
30,-1,1,-1,1,0,-1,1,0,-1,1,1,90.63,13.77,13.76,15.33,0.94,26.05,0.1,0.98,-23.8,-1.5,-35.49,-2.24
30,-1,1,-1,1,0,0,-1,1,0,0,-1,88.13,13.47,13.68,16.4,0.87,21.9,0.09,1.05,-26.53,-1.67,-38.2,-2.41
30,-1,1,-1,1,0,0,0,0,0,1,1,80.07,12.48,12.87,16.66,0.81,17.87,0.07,1.05,-25.81,-1.63,-38.93,-2.45
30,-1,1,-1,1,0,0,0,1,-1,1,-1,80.8,12.57,12.8,15.82,0.85,19.75,0.08,1.01,-24.52,-1.54,-35.8,-2.25
30,-1,1,-1,1,0,0,1,0,0,1,-1,70.12,11.21,11.56,15.48,0.79,14.37,0.06,0.98,-24.64,-1.55,-35.83,-2.26
30,-1,1,-1,1,0,1,-1,1,1,0,1,95.21,14.31,14.36,16.18,0.92,26.89,0.11,1.02,-26.14,-1.65,-37.78,-2.38
30,-1,1,-1,1,0,1,0,-1,0,1,1,73.37,11.63,12.17,16.92,0.75,13.25,0.05,1.07,-26.63,-1.68,-39.69,-2.5
30,-1,1,-1,1,1,-1,-1,1,-1,1,-1,97.35,14.56,14.42,15.21,0.99,30.3,0.12,0.96,-23.39,-1.47,-34.73,-2.19
30,-1,1,-1,1,1,-1,1,-1,1,0,-1,56.86,9.42,9.85,14.61,0.72,7.77,0.03,0.94,-23.35,-1.47,-33.66,-2.12
30,-1,1,-1,1,1,-1,1,0,-1,-1,0,119.27,17.0,16.81,17.23,1.01,43.91,0.17,0.93,-23.93,-1.51,-38.55,-2.43
30,-1,1,-1,1,1,1,-1,-1,-1,-1,1,59.83,9.83,10.4,15.82,0.7,7.53,0.03,1.0,-26.12,-1.65,-37.34,-2.35
30,-1,1,-1,1,1,1,-1,-1,1,0,1,48.94,8.29,9.15,16.6,0.59,-0.97,-0.0,1.05,-27.61,-1.74,-40.07,-2.52
30,-1,1,-1,1,1,1,0,1,-1,1,0,85.42,13.14,13.27,15.65,0.89,22.98,0.09,0.99,-24.08,-1.52,-36.82,-2.32
30,-1,1,0,-1,-1,-1,0,0,0,0,1,165.71,21.59,20.92,19.21,1.12,60.43,0.24,1.02,-28.14,-1.77,-43.72,-2.75
30,-1,1,0,-1,-1,0,-1,1,-1,0,-1,106.74,15.63,15.79,18.04,0.91,32.61,0.13,1.06,-28.14,-1.77,-41.24,-2.6
30,-1,1,0,-1,-1,0,0,0,-1,0,0,144.44,19.57,19.34,19.42,1.03,50.66,0.2,1.06,-27.5,-1.73,-44.73,-2.82
30,-1,1,0,-1,-1,0,0,0,0,-1,1,148.26,19.94,19.61,19.28,1.05,53.02,0.21,1.04,-27.56,-1.74,-44.6,-2.81
30,-1,1,0,-1,-1,0,0,1,-1,0,0,77.24,12.13,12.56,16.69,0.79,16.71,0.07,1.04,-26.69,-1.68,-38.44,-2.42
30,-1,1,0,-1,-1,0,1,-1,0,1,-1,35.19,6.22,7.0,14.94,0.51,-8.81,-0.03,0.98,-25.64,-1.62,-35.2,-2.22
30,-1,1,0,-1,-1,1,1,-1,0,-1,0,36.57,6.43,7.26,15.36,0.51,-8.79,-0.03,1.01,-24.99,-1.57,-35.49,-2.24
30,-1,1,0,-1,0,-1,0,1,1,0,-1,92.61,14.01,14.03,15.73,0.93,27.37,0.11,0.98,-25.22,-1.59,-36.18,-2.28
30,-1,1,0,-1,0,-1,1,1,0,0,-1,78.3,12.26,12.38,14.84,0.87,20.77,0.08,0.94,-24.2,-1.52,-34.3,-2.16
30,-1,1,0,-1,0,0,-1,1,-1,1,1,94.15,14.19,14.15,15.51,0.95,27.08,0.11,1.0,-25.33,-1.6,-35.86,-2.26
30,-1,1,0,-1,0,0,0,-1,0,-1,0,51.86,8.71,9.36,15.57,0.64,2.85,0.01,0.99,-24.73,-1.56,-35.76,-2.25
30,-1,1,0,-1,0,0,1,0,1,-1,0,70.73,11.29,11.49,14.53,0.83,16.06,0.06,0.94,-23.0,-1.45,-33.76,-2.13
30,-1,1,0,-1,0,1,-1,-1,-1,0,-1,87.99,13.46,13.47,15.23,0.92,24.35,0.1,0.98,-25.21,-1.59,-34.79,-2.19
30,-1,1,0,-1,0,1,-1,0,-1,1,-1,83.46,12.9,12.98,15.07,0.9,22.12,0.09,0.97,-24.78,-1.56,-35.13,-2.21
30,-1,1,0,-1,0,1,1,-1,1,1,1,77.95,12.22,12.4,15.16,0.86,18.9,0.08,0.98,-24.35,-1.53,-35.06,-2.21
30,-1,1,0,-1,1,-1,-1,-1,1,1,-1,70.41,11.25,11.49,14.75,0.82,16.08,0.06,0.94,-24.23,-1.53,-34.62,-2.18
30,-1,1,0,-1,1,-1,-1,-1,1,1,0,54.45,9.08,9.58,14.82,0.69,6.59,0.03,0.93,-24.45,-1.54,-34.96,-2.2
30,-1,1,0,-1,1,-1,0,-1,-1,0,-1,69.48,11.13,11.34,14.5,0.82,15.76,0.06,0.93,-23.79,-1.5,-33.05,-2.08
30,-1,1,0,-1,1,-1,0,1,-1,-1,1,53.03,8.88,9.38,14.7,0.68,5.27,0.02,0.94,-24.45,-1.54,-33.67,-2.12
30,-1,1,0,-1,1,0,-1,0,1,0,-1,93.71,14.14,14.06,15.24,0.96,28.87,0.11,0.95,-25.01,-1.58,-35.42,-2.23
30,-1,1,0,-1,1,0,-1,1,-1,1,0,84.37,13.02,13.02,14.69,0.93,24.38,0.1,0.93,-24.12,-1.52,-34.01,-2.14
30,-1,1,0,-1,1,0,0,0,-1,0,1,78.75,12.32,12.37,14.4,0.9,21.08,0.08,0.93,-23.26,-1.47,-33.22,-2.09
30,-1,1,0,-1,1,0,1,-1,1,0,-1,66.64,10.75,10.91,13.78,0.84,15.68,0.06,0.89,-22.28,-1.4,-31.86,-2.01
30,-1,1,0,-1,1,1,-1,-1,0,1,1,79.22,12.38,12.49,14.9,0.88,20.61,0.08,0.95,-23.94,-1.51,-35.4,-2.23
30,-1,1,0,-1,1,1,1,0,1,0,-1,71.98,11.45,11.51,13.67,0.89,18.77,0.07,0.89,-21.99,-1.39,-31.72,-2.0
30,-1,1,0,0,-1,-1,0,0,1,-1,1,49.95,8.44,9.25,16.39,0.6,-0.07,-0.0,1.04,-26.84,-1.69,-38.18,-2.41
30,-1,1,0,0,-1,-1,1,0,1,0,-1,114.84,16.53,16.53,17.87,0.96,40.91,0.16,0.96,-25.6,-1.61,-40.55,-2.55
30,-1,1,0,0,-1,0,1,1,-1,1,1,68.85,11.05,11.51,16.07,0.75,10.46,0.04,1.06,-25.63,-1.61,-37.41,-2.36
30,-1,1,0,0,-1,1,-1,0,-1,0,-1,73.23,11.62,12.14,16.83,0.76,12.16,0.05,1.09,-28.15,-1.77,-39.3,-2.48
30,-1,1,0,0,-1,1,1,-1,-1,-1,1,61.07,10.0,10.51,15.58,0.71,6.98,0.03,1.03,-25.8,-1.63,-35.97,-2.27
30,-1,1,0,0,-1,1,1,1,1,-1,-1,104.27,15.36,15.12,15.41,1.02,31.57,0.13,1.01,-24.7,-1.56,-35.13,-2.21
30,-1,1,0,0,0,-1,0,-1,0,1,-1,57.79,9.55,9.92,14.31,0.74,8.93,0.04,0.92,-24.16,-1.52,-33.31,-2.1
30,-1,1,0,0,0,-1,0,0,0,1,0,76.4,12.02,12.16,14.77,0.86,19.52,0.08,0.94,-23.84,-1.5,-34.55,-2.18
30,-1,1,0,0,0,-1,0,1,1,0,0,104.21,15.35,15.14,15.53,1.01,31.99,0.13,1.0,-26.11,-1.64,-36.3,-2.29
30,-1,1,0,0,0,0,-1,-1,-1,-1,-1,50.73,8.55,9.26,15.87,0.62,0.91,0.0,1.02,-25.14,-1.58,-36.71,-2.31
30,-1,1,0,0,0,0,-1,0,-1,-1,-1,65.0,10.53,11.0,15.67,0.74,11.21,0.04,0.99,-24.62,-1.55,-35.65,-2.25
30,-1,1,0,0,0,0,0,0,1,1,1,71.58,11.4,11.9,16.52,0.76,12.92,0.05,1.05,-26.82,-1.69,-39.17,-2.47
30,-1,1,0,0,0,1,0,-1,0,-1,0,42.74,7.38,8.05,14.9,0.58,-2.91,-0.01,0.97,-24.18,-1.52,-34.38,-2.17
30,-1,1,0,0,0,1,1,-1,1,0,1,69.86,11.18,11.52,15.39,0.79,13.78,0.05,0.99,-23.9,-1.51,-35.6,-2.24
30,-1,1,0,0,0,1,1,0,-1,0,0,64.33,10.44,10.85,15.19,0.75,10.84,0.04,0.98,-23.19,-1.46,-35.45,-2.23
30,-1,1,0,0,0,1,1,0,1,-1,-1,79.03,12.35,12.38,14.23,0.91,21.21,0.08,0.93,-23.28,-1.47,-32.57,-2.05
30,-1,1,0,0,0,1,1,1,1,0,1,84.13,12.99,13.11,15.49,0.89,21.01,0.08,1.01,-24.89,-1.57,-35.85,-2.26
30,-1,1,0,0,1,-1,-1,-1,1,-1,0,52.69,8.83,9.31,14.53,0.68,5.44,0.02,0.93,-23.22,-1.46,-33.45,-2.11
30,-1,1,0,0,1,-1,0,-1,0,-1,0,49.45,8.37,8.84,14.15,0.67,3.32,0.01,0.92,-23.48,-1.48,-32.37,-2.04
30,-1,1,0,0,1,0,0,1,0,1,-1,74.32,11.76,11.84,14.11,0.88,20.08,0.08,0.89,-22.85,-1.44,-33.51,-2.11
30,-1,1,0,0,1,0,1,-1,0,1,-1,64.59,10.48,10.74,14.3,0.79,13.13,0.05,0.92,-23.68,-1.49,-33.52,-2.11
30,-1,1,0,0,1,1,-1,1,1,1,0,83.18,12.87,12.93,14.97,0.9,23.42,0.09,0.94,-23.28,-1.47,-35.0,-2.2
30,-1,1,0,0,1,1,0,1,-1,-1,-1,93.22,14.08,13.82,13.95,1.03,30.44,0.12,0.89,-22.11,-1.39,-31.47,-1.98
30,-1,1,0,0,1,1,1,1,1,-1,0,90.98,13.81,13.65,14.32,1.0,27.69,0.11,0.93,-23.11,-1.46,-32.72,-2.06
30,-1,1,0,0,1,1,1,1,1,0,0,83.42,12.9,12.89,14.5,0.93,23.58,0.09,0.93,-23.21,-1.46,-33.6,-2.12
30,-1,1,0,1,-1,-1,-1,-1,0,1,1,64.27,10.44,11.09,16.78,0.7,8.44,0.03,1.06,-26.69,-1.68,-39.61,-2.5
30,-1,1,0,1,-1,0,-1,-1,1,1,-1,66.7,10.76,11.47,17.29,0.7,8.39,0.03,1.1,-27.61,-1.74,-40.7,-2.56
30,-1,1,0,1,-1,0,-1,0,0,1,1,73.17,11.61,12.15,16.92,0.75,12.52,0.05,1.09,-26.85,-1.69,-40.07,-2.52
30,-1,1,0,1,-1,0,0,1,-1,-1,1,50.35,8.5,9.26,16.12,0.61,0.5,0.0,1.03,-25.09,-1.58,-37.32,-2.35
30,-1,1,0,1,-1,0,1,0,-1,0,1,66.37,10.72,11.2,15.91,0.74,10.6,0.04,1.02,-25.09,-1.58,-36.86,-2.32
30,-1,1,0,1,-1,1,0,-1,-1,-1,1,40.43,7.03,7.93,16.15,0.53,-6.51,-0.03,1.03,-27.05,-1.7,-37.87,-2.39
30,-1,1,0,1,-1,1,0,0,1,-1,1,58.59,9.66,10.37,16.59,0.66,5.47,0.02,1.04,-27.18,-1.71,-38.63,-2.43
30,-1,1,0,1,0,-1,-1,-1,-1,1,-1,48.78,8.27,8.89,15.1,0.63,1.54,0.01,0.97,-24.55,-1.55,-35.06,-2.21
30,-1,1,0,1,0,-1,-1,-1,1,-1,0,34.88,6.17,7.01,15.3,0.5,-8.38,-0.03,0.97,-24.93,-1.57,-35.56,-2.24
30,-1,1,0,1,0,-1,-1,0,-1,0,-1,77.57,12.17,12.35,15.18,0.85,19.95,0.08,0.95,-23.97,-1.51,-34.61,-2.18
30,-1,1,0,1,0,-1,-1,0,1,0,0,79.87,12.46,12.68,15.65,0.85,20.55,0.08,0.97,-24.49,-1.54,-36.03,-2.27
30,-1,1,0,1,0,-1,0,0,-1,1,1,83.21,12.87,13.0,15.41,0.88,22.38,0.09,0.97,-24.45,-1.54,-35.84,-2.26
30,-1,1,0,1,0,0,-1,0,0,0,1,60.5,9.93,10.59,16.5,0.68,7.28,0.03,1.03,-26.67,-1.68,-39.34,-2.48
30,-1,1,0,1,0,0,-1,1,0,0,1,68.41,10.99,11.42,15.79,0.76,13.35,0.05,0.99,-25.14,-1.58,-36.92,-2.33
30,-1,1,0,1,0,0,-1,1,0,1,-1,92.7,14.02,14.12,16.24,0.91,25.32,0.1,1.03,-25.23,-1.59,-37.61,-2.37
30,-1,1,0,1,0,0,1,0,1,0,0,74.61,11.79,12.14,15.92,0.8,16.6,0.07,1.0,-24.94,-1.57,-37.11,-2.34
30,-1,1,0,1,1,-1,1,0,0,1,-1,79.67,12.43,12.44,14.18,0.92,22.5,0.09,0.91,-22.58,-1.42,-33.08,-2.08
30,-1,1,0,1,1,-1,1,0,1,-1,0,82.43,12.78,12.8,14.66,0.91,23.16,0.09,0.93,-23.44,-1.48,-33.72,-2.12
30,-1,1,0,1,1,-1,1,0,1,1,-1,86.8,13.31,13.27,14.7,0.94,25.54,0.1,0.93,-22.57,-1.42,-34.05,-2.14
30,-1,1,0,1,1,0,-1,0,0,0,1,55.6,9.24,9.85,15.63,0.67,6.01,0.02,0.98,-24.23,-1.53,-36.79,-2.32
30,-1,1,0,1,1,0,0,-1,-1,-1,1,69.6,11.14,11.45,15.1,0.8,14.68,0.06,0.97,-24.33,-1.53,-35.04,-2.21
30,-1,1,0,1,1,0,0,1,1,-1,1,78.3,12.26,12.43,15.17,0.86,20.26,0.08,0.95,-24.07,-1.52,-35.27,-2.22
30,-1,1,0,1,1,0,1,0,1,0,0,72.97,11.58,11.84,15.16,0.82,17.41,0.07,0.95,-23.56,-1.48,-35.16,-2.21
30,-1,1,0,1,1,1,1,1,0,-1,0,80.01,12.48,12.56,14.78,0.89,21.22,0.08,0.95,-22.73,-1.43,-33.97,-2.14
30,-1,1,0,1,1,1,1,1,0,0,0,85.53,13.16,13.19,15.0,0.92,24.33,0.1,0.95,-22.98,-1.45,-34.93,-2.2
30,-1,1,1,-1,-1,-1,-1,-1,-1,1,0,62.22,10.16,10.8,16.48,0.69,7.5,0.03,1.05,-26.67,-1.68,-38.28,-2.41
30,-1,1,1,-1,-1,-1,0,-1,0,-1,-1,58.41,9.64,10.32,16.38,0.67,6.85,0.03,1.01,-25.28,-1.59,-38.03,-2.4
30,-1,1,1,-1,-1,-1,0,-1,0,-1,1,48.98,8.3,9.04,15.86,0.61,-0.03,-0.0,1.02,-25.43,-1.6,-36.1,-2.27
30,-1,1,1,-1,-1,-1,0,0,-1,1,1,66.45,10.73,11.08,15.09,0.77,11.8,0.05,0.99,-24.14,-1.52,-34.96,-2.2
30,-1,1,1,-1,-1,-1,0,1,0,0,-1,88.1,13.47,13.71,16.65,0.86,24.37,0.1,1.01,-25.51,-1.61,-38.49,-2.42
30,-1,1,1,-1,-1,0,-1,-1,0,-1,-1,61.33,10.04,10.88,17.59,0.65,7.42,0.03,1.06,-27.7,-1.75,-40.63,-2.56
30,-1,1,1,-1,-1,0,0,1,1,0,0,95.17,14.31,14.37,16.3,0.92,26.14,0.1,1.04,-26.69,-1.68,-37.63,-2.37
30,-1,1,1,-1,-1,1,-1,0,-1,0,-1,68.47,11.0,11.45,15.95,0.76,12.17,0.05,1.02,-24.72,-1.56,-37.46,-2.36
30,-1,1,1,-1,-1,1,-1,0,0,-1,1,70.76,11.3,11.72,15.97,0.77,12.85,0.05,1.03,-25.22,-1.59,-37.9,-2.39
30,-1,1,1,-1,-1,1,-1,1,-1,1,1,98.08,14.65,14.57,15.7,0.97,27.37,0.11,1.03,-24.32,-1.53,-36.62,-2.31
30,-1,1,1,-1,-1,1,1,1,-1,0,0,60.63,9.94,10.38,15.01,0.73,8.28,0.03,0.99,-24.43,-1.54,-34.5,-2.17
30,-1,1,1,-1,0,0,0,0,0,0,0,62.28,10.17,10.58,15.09,0.74,11.28,0.04,0.94,-24.42,-1.54,-35.09,-2.21
30,-1,1,1,-1,0,0,1,1,1,-1,0,66.16,10.69,10.99,14.68,0.79,12.7,0.05,0.96,-23.72,-1.49,-34.43,-2.17
30,-1,1,1,-1,0,1,0,1,1,-1,1,66.78,10.77,11.15,15.31,0.77,11.8,0.05,0.99,-25.2,-1.59,-35.66,-2.25
30,-1,1,1,-1,0,1,1,1,0,1,-1,70.46,11.26,11.4,14.12,0.85,16.81,0.07,0.92,-22.72,-1.43,-33.06,-2.08
30,-1,1,1,-1,1,-1,1,-1,1,0,0,50.85,8.57,9.05,14.32,0.67,4.4,0.02,0.92,-23.91,-1.51,-33.16,-2.09
30,-1,1,1,-1,1,-1,1,0,0,-1,1,61.0,9.99,10.32,14.38,0.76,10.62,0.04,0.93,-23.8,-1.5,-32.73,-2.06
30,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,55.14,9.18,9.59,14.29,0.71,7.21,0.03,0.92,-24.73,-1.56,-32.68,-2.06
30,-1,1,1,-1,1,0,0,-1,1,-1,-1,57.84,9.56,9.93,14.31,0.74,9.54,0.04,0.91,-23.7,-1.49,-33.22,-2.09
30,-1,1,1,-1,1,1,-1,0,0,1,0,83.04,12.85,12.86,14.59,0.92,23.16,0.09,0.94,-22.5,-1.42,-34.25,-2.16
30,-1,1,1,-1,1,1,-1,0,1,-1,-1,63.47,10.33,10.64,14.52,0.77,13.21,0.05,0.91,-23.65,-1.49,-34.04,-2.14
30,-1,1,1,-1,1,1,-1,0,1,-1,0,57.79,9.55,10.08,15.34,0.7,7.61,0.03,0.97,-25.41,-1.6,-36.4,-2.29
30,-1,1,1,-1,1,1,0,0,1,-1,-1,67.66,10.89,11.17,14.75,0.8,14.17,0.06,0.95,-24.25,-1.53,-34.45,-2.17
30,-1,1,1,-1,1,1,0,1,-1,1,1,76.53,12.04,12.15,14.55,0.88,19.65,0.08,0.94,-23.16,-1.46,-33.7,-2.12
30,-1,1,1,-1,1,1,1,1,1,-1,-1,84.04,12.98,12.92,14.24,0.95,24.45,0.1,0.92,-23.47,-1.48,-33.21,-2.09
30,-1,1,1,0,-1,-1,-1,-1,1,1,0,65.35,10.58,11.17,16.45,0.72,9.38,0.04,1.05,-27.08,-1.71,-38.9,-2.45
30,-1,1,1,0,-1,-1,0,0,1,1,0,82.55,12.79,12.94,15.49,0.87,20.82,0.08,1.0,-26.24,-1.65,-36.27,-2.28
30,-1,1,1,0,-1,0,1,1,-1,0,-1,61.57,10.07,10.48,14.97,0.74,9.12,0.04,0.98,-24.33,-1.53,-34.39,-2.17
30,-1,1,1,0,-1,1,-1,0,-1,0,0,69.68,11.15,11.63,16.18,0.76,11.21,0.04,1.06,-25.91,-1.63,-37.46,-2.36
30,-1,1,1,0,-1,1,-1,1,0,1,0,73.76,11.68,12.12,16.37,0.78,13.52,0.05,1.06,-26.35,-1.66,-38.38,-2.42
30,-1,1,1,0,0,-1,-1,0,-1,1,0,72.47,11.52,11.72,14.74,0.84,16.78,0.07,0.95,-24.27,-1.53,-34.25,-2.16
30,-1,1,1,0,0,-1,0,0,0,0,-1,67.51,10.87,11.1,14.39,0.81,14.87,0.06,0.92,-24.24,-1.53,-32.87,-2.07
30,-1,1,1,0,0,0,-1,-1,0,1,1,64.81,10.51,10.97,15.6,0.74,11.33,0.04,0.98,-24.45,-1.54,-36.73,-2.31
30,-1,1,1,0,0,0,-1,0,0,0,-1,58.04,9.59,10.04,14.89,0.71,8.61,0.03,0.94,-24.53,-1.55,-33.82,-2.13
30,-1,1,1,0,0,0,-1,1,0,0,0,77.53,12.16,12.35,15.2,0.85,19.58,0.08,0.96,-23.8,-1.5,-34.99,-2.2
30,-1,1,1,0,0,0,0,1,0,1,-1,77.95,12.22,12.3,14.51,0.89,20.21,0.08,0.94,-23.48,-1.48,-34.58,-2.18
30,-1,1,1,0,0,0,1,-1,-1,0,-1,42.52,7.34,7.99,14.64,0.59,-2.85,-0.01,0.96,-24.21,-1.53,-34.29,-2.16
30,-1,1,1,0,0,0,1,-1,0,-1,0,56.7,9.4,9.86,14.8,0.71,6.93,0.03,0.96,-23.09,-1.45,-34.11,-2.15
30,-1,1,1,0,0,1,-1,1,1,1,0,71.4,11.38,11.68,15.26,0.8,15.51,0.06,0.97,-24.39,-1.54,-36.21,-2.28
30,-1,1,1,0,0,1,1,-1,-1,-1,1,78.98,12.35,12.5,15.09,0.87,19.36,0.08,0.98,-23.21,-1.46,-34.73,-2.19
30,-1,1,1,0,0,1,1,-1,0,0,1,66.66,10.76,11.16,15.43,0.76,11.95,0.05,0.99,-24.06,-1.52,-35.89,-2.26
30,-1,1,1,0,1,-1,0,1,1,-1,1,81.04,12.6,12.67,14.74,0.9,21.38,0.08,0.96,-24.25,-1.53,-34.24,-2.16
30,-1,1,1,0,1,-1,1,0,1,-1,-1,68.01,10.93,11.16,14.42,0.82,15.14,0.06,0.93,-23.77,-1.5,-33.08,-2.08
30,-1,1,1,0,1,0,0,-1,0,-1,-1,50.66,8.54,8.97,13.96,0.69,4.91,0.02,0.9,-23.35,-1.47,-32.08,-2.02
30,-1,1,1,0,1,0,1,0,0,1,0,74.94,11.84,12.02,14.86,0.85,18.67,0.07,0.94,-23.08,-1.45,-34.58,-2.18
30,-1,1,1,0,1,0,1,1,1,-1,0,75.15,11.86,12.02,14.71,0.86,18.26,0.07,0.95,-23.71,-1.49,-33.81,-2.13
30,-1,1,1,0,1,1,0,0,-1,1,0,71.8,11.43,11.64,14.72,0.83,16.26,0.06,0.95,-23.01,-1.45,-34.13,-2.15
30,-1,1,1,0,1,1,1,1,-1,0,0,65.73,10.63,10.95,14.77,0.78,12.95,0.05,0.95,-22.61,-1.42,-33.77,-2.13
30,-1,1,1,1,-1,-1,-1,-1,0,0,-1,49.72,8.41,9.11,15.71,0.62,1.01,0.0,1.0,-25.4,-1.6,-35.71,-2.25
30,-1,1,1,1,-1,-1,0,-1,0,-1,-1,42.94,7.41,8.11,15.13,0.58,-1.65,-0.01,0.95,-24.78,-1.56,-34.37,-2.16
30,-1,1,1,1,-1,-1,1,0,1,-1,1,64.76,10.5,10.9,15.22,0.76,11.88,0.05,0.97,-24.51,-1.54,-35.14,-2.21
30,-1,1,1,1,-1,-1,1,1,0,1,-1,70.27,11.23,11.52,15.1,0.8,15.46,0.06,0.96,-22.94,-1.45,-34.4,-2.17
30,-1,1,1,1,-1,0,-1,-1,-1,0,1,45.42,7.78,8.65,16.38,0.56,-2.9,-0.01,1.03,-28.07,-1.77,-38.49,-2.42
30,-1,1,1,1,-1,0,-1,-1,0,1,1,76.27,12.0,12.5,16.94,0.77,15.31,0.06,1.07,-27.46,-1.73,-39.82,-2.51
30,-1,1,1,1,-1,0,-1,0,-1,1,0,70.86,11.31,11.85,16.72,0.74,11.98,0.05,1.07,-26.4,-1.66,-39.06,-2.46
30,-1,1,1,1,-1,0,-1,1,0,1,0,68.31,10.97,11.59,16.9,0.72,9.99,0.04,1.08,-26.38,-1.66,-39.24,-2.47
30,-1,1,1,1,-1,0,1,0,-1,-1,-1,130.37,18.16,17.82,17.47,1.05,47.97,0.19,0.95,-25.42,-1.6,-39.08,-2.46
30,-1,1,1,1,-1,0,1,0,0,-1,1,67.53,10.87,11.27,15.5,0.77,12.48,0.05,0.99,-24.38,-1.54,-35.63,-2.24
30,-1,1,1,1,-1,1,0,-1,0,1,1,64.15,10.42,11.04,16.53,0.7,9.02,0.04,1.04,-25.79,-1.62,-38.71,-2.44
30,-1,1,1,1,-1,1,1,0,1,-1,-1,50.8,8.56,9.25,15.73,0.63,1.5,0.01,1.01,-25.57,-1.61,-36.34,-2.29
30,-1,1,1,1,0,-1,-1,0,0,-1,0,46.13,7.88,8.53,15.04,0.61,0.88,0.0,0.94,-24.36,-1.53,-34.32,-2.16
30,-1,1,1,1,0,-1,0,0,-1,1,1,80.7,12.56,12.77,15.64,0.85,20.7,0.08,0.98,-24.46,-1.54,-36.37,-2.29
