top,Yield,ROC,EarningsYield,RS(6m),ROA,ΔROA,AccrualRatio,ΔLTDebt-to-Assets,ΔCurrentRatio,ΔOpMgn,ΔAssetTurnover,roi,annualized,mean,std,sharpe,alpha,alpha_daily,beta,var,var_daily,tvar,tvar_daily
30,-1,1,-1,1,-1,1,1,1,1,1,1,73.89,11.7,12.21,16.66,0.77,13.36,0.05,1.07,-26.27,-1.65,-39.24,-2.47
30,-1,1,-1,1,0,-1,0,-1,-1,0,1,58.22,9.61,10.19,15.5,0.7,6.75,0.03,1.0,-25.36,-1.6,-36.7,-2.31
30,-1,1,-1,1,0,-1,1,-1,0,1,0,57.5,9.51,10.03,15.62,0.68,5.61,0.02,1.01,-25.74,-1.62,-36.76,-2.32
30,-1,1,-1,1,0,-1,1,0,-1,1,1,90.44,13.75,13.73,15.32,0.94,25.99,0.1,0.98,-23.81,-1.5,-35.52,-2.24
30,-1,1,-1,1,0,0,-1,1,0,0,-1,87.44,13.39,13.66,16.38,0.87,21.68,0.09,1.05,-26.54,-1.67,-38.24,-2.41
30,-1,1,-1,1,0,0,0,0,0,1,1,79.88,12.46,12.8,16.66,0.81,17.59,0.07,1.05,-25.83,-1.63,-38.95,-2.45
30,-1,1,-1,1,0,0,0,1,-1,1,-1,80.68,12.56,12.73,15.8,0.85,19.65,0.08,1.01,-24.53,-1.55,-35.85,-2.26
30,-1,1,-1,1,0,0,1,0,0,1,-1,69.42,11.12,11.53,15.47,0.79,14.08,0.06,0.98,-24.65,-1.55,-35.85,-2.26
30,-1,1,-1,1,0,1,-1,1,1,0,1,95.0,14.29,14.29,16.15,0.92,26.64,0.11,1.02,-26.16,-1.65,-37.82,-2.38
30,-1,1,-1,1,0,1,0,-1,0,1,1,73.19,11.61,12.14,16.9,0.75,13.0,0.05,1.07,-26.63,-1.68,-39.7,-2.5
30,-1,1,-1,1,1,-1,-1,1,-1,1,-1,97.23,14.55,14.36,15.19,0.99,30.18,0.12,0.96,-23.4,-1.47,-34.77,-2.19
30,-1,1,-1,1,1,-1,1,-1,1,0,-1,56.71,9.4,9.78,14.58,0.72,7.5,0.03,0.94,-23.37,-1.47,-33.7,-2.12
30,-1,1,-1,1,1,-1,1,0,-1,-1,0,118.68,16.94,16.75,17.22,1.01,43.63,0.17,0.93,-23.94,-1.51,-38.6,-2.43
30,-1,1,-1,1,1,1,-1,-1,-1,-1,1,59.74,9.82,10.35,15.8,0.7,7.5,0.03,1.0,-26.13,-1.65,-37.39,-2.36
30,-1,1,-1,1,1,1,-1,-1,1,0,1,48.5,8.23,9.12,16.58,0.59,-1.05,-0.0,1.05,-27.63,-1.74,-40.1,-2.53
30,-1,1,-1,1,1,1,0,1,-1,1,0,85.14,13.11,13.24,15.62,0.89,22.69,0.09,0.99,-24.1,-1.52,-36.83,-2.32
30,-1,1,0,-1,-1,-1,0,0,0,0,1,165.32,21.55,20.87,19.21,1.12,60.41,0.24,1.02,-28.15,-1.77,-43.77,-2.76
30,-1,1,0,-1,-1,0,-1,1,-1,0,-1,106.35,15.59,15.77,18.02,0.91,32.39,0.13,1.06,-28.15,-1.77,-41.26,-2.6
30,-1,1,0,-1,-1,0,0,0,-1,0,0,143.69,19.5,19.34,19.42,1.03,50.6,0.2,1.06,-27.52,-1.73,-44.78,-2.82
30,-1,1,0,-1,-1,0,0,0,0,-1,1,147.59,19.88,19.58,19.28,1.05,52.87,0.21,1.04,-27.56,-1.74,-44.63,-2.81
30,-1,1,0,-1,-1,0,0,1,-1,0,0,76.94,12.09,12.51,16.69,0.79,16.54,0.07,1.04,-26.7,-1.68,-38.48,-2.42
30,-1,1,0,-1,-1,0,1,-1,0,1,-1,35.15,6.21,6.98,14.91,0.51,-9.0,-0.04,0.98,-25.65,-1.62,-35.25,-2.22
30,-1,1,0,-1,-1,1,1,-1,0,-1,0,35.85,6.32,7.26,15.35,0.51,-9.0,-0.04,1.01,-25.0,-1.57,-35.52,-2.24
30,-1,1,0,-1,0,-1,0,1,1,0,-1,91.95,13.93,14.01,15.71,0.93,27.29,0.11,0.98,-25.24,-1.59,-36.18,-2.28
30,-1,1,0,-1,0,-1,1,1,0,0,-1,77.65,12.18,12.36,14.81,0.87,20.67,0.08,0.94,-24.22,-1.53,-34.35,-2.16
30,-1,1,0,-1,0,0,-1,1,-1,1,1,93.47,14.11,14.08,15.5,0.95,26.97,0.11,1.0,-25.34,-1.6,-35.92,-2.26
30,-1,1,0,-1,0,0,0,-1,0,-1,0,51.55,8.67,9.28,15.56,0.64,2.53,0.01,0.99,-24.75,-1.56,-35.79,-2.25
30,-1,1,0,-1,0,0,1,0,1,-1,0,70.18,11.22,11.45,14.51,0.83,15.84,0.06,0.94,-23.01,-1.45,-33.77,-2.13
30,-1,1,0,-1,0,1,-1,-1,-1,0,-1,87.44,13.39,13.45,15.23,0.92,24.02,0.1,0.98,-25.22,-1.59,-34.84,-2.19
30,-1,1,0,-1,0,1,-1,0,-1,1,-1,82.94,12.84,12.95,15.07,0.9,22.02,0.09,0.97,-24.8,-1.56,-35.18,-2.22
30,-1,1,0,-1,0,1,1,-1,1,1,1,77.65,12.18,12.36,15.13,0.86,18.62,0.07,0.98,-24.35,-1.53,-35.11,-2.21
30,-1,1,0,-1,1,-1,-1,-1,1,1,-1,70.18,11.22,11.45,14.75,0.82,15.84,0.06,0.94,-24.25,-1.53,-34.63,-2.18
30,-1,1,0,-1,1,-1,-1,-1,1,1,0,53.72,8.98,9.54,14.81,0.69,6.37,0.03,0.93,-24.45,-1.54,-34.98,-2.2
30,-1,1,0,-1,1,-1,0,-1,-1,0,-1,69.42,11.12,11.3,14.48,0.82,15.49,0.06,0.93,-23.81,-1.5,-33.1,-2.09
30,-1,1,0,-1,1,-1,0,1,-1,-1,1,53.02,8.88,9.37,14.68,0.68,5.23,0.02,0.94,-24.45,-1.54,-33.7,-2.12
30,-1,1,0,-1,1,0,-1,0,1,0,-1,93.47,14.11,14.01,15.23,0.96,28.58,0.11,0.95,-25.02,-1.58,-35.45,-2.23
30,-1,1,0,-1,1,0,-1,1,-1,1,0,83.67,12.93,13.02,14.68,0.93,24.35,0.1,0.93,-24.12,-1.52,-34.06,-2.15
30,-1,1,0,-1,1,0,0,0,-1,0,1,78.45,12.28,12.36,14.38,0.9,21.01,0.08,0.93,-23.26,-1.47,-33.25,-2.09
30,-1,1,0,-1,1,0,1,-1,1,0,-1,66.47,10.73,10.83,13.74,0.84,15.49,0.06,0.89,-22.31,-1.41,-31.94,-2.01
30,-1,1,0,-1,1,1,-1,-1,0,1,1,79.16,12.37,12.43,14.88,0.88,20.33,0.08,0.95,-23.96,-1.51,-35.45,-2.23
30,-1,1,0,-1,1,1,1,0,1,0,-1,71.64,11.41,11.45,13.63,0.89,18.62,0.07,0.89,-22.0,-1.39,-31.77,-2.0
30,-1,1,0,0,-1,-1,0,0,1,-1,1,49.26,8.34,9.2,16.38,0.6,-0.24,-0.0,1.04,-26.86,-1.69,-38.18,-2.41
30,-1,1,0,0,-1,-1,1,0,1,0,-1,114.78,16.52,16.49,17.87,0.96,40.66,0.16,0.96,-25.62,-1.61,-40.6,-2.56
30,-1,1,0,0,-1,0,1,1,-1,1,1,68.66,11.02,11.45,16.07,0.75,10.1,0.04,1.06,-25.65,-1.62,-37.45,-2.36
30,-1,1,0,0,-1,1,-1,0,-1,0,-1,73.19,11.61,12.14,16.82,0.76,11.92,0.05,1.09,-28.15,-1.77,-39.3,-2.48
30,-1,1,0,0,-1,1,1,-1,-1,-1,1,60.47,9.92,10.43,15.56,0.71,6.75,0.03,1.03,-25.81,-1.63,-35.99,-2.27
30,-1,1,0,0,-1,1,1,1,1,-1,-1,104.13,15.34,15.11,15.38,1.02,31.45,0.12,1.01,-24.7,-1.56,-35.18,-2.22
30,-1,1,0,0,0,-1,0,-1,0,1,-1,57.5,9.51,9.87,14.31,0.74,8.62,0.03,0.92,-24.17,-1.52,-33.33,-2.1
30,-1,1,0,0,0,-1,0,0,0,1,0,76.16,11.99,12.14,14.75,0.86,19.31,0.08,0.94,-23.86,-1.5,-34.56,-2.18
30,-1,1,0,0,0,-1,0,1,1,0,0,104.13,15.34,15.11,15.5,1.01,31.76,0.13,1.0,-26.11,-1.64,-36.31,-2.29
30,-1,1,0,0,0,0,-1,-1,-1,-1,-1,50.02,8.45,9.2,15.86,0.62,0.55,0.0,1.02,-25.15,-1.58,-36.76,-2.32
30,-1,1,0,0,0,0,-1,0,-1,-1,-1,64.97,10.53,10.99,15.65,0.74,11.2,0.04,0.99,-24.63,-1.55,-35.66,-2.25
30,-1,1,0,0,0,0,0,0,1,1,1,70.95,11.32,11.84,16.52,0.76,12.64,0.05,1.05,-26.83,-1.69,-39.19,-2.47
30,-1,1,0,0,0,1,0,-1,0,-1,0,42.56,7.35,7.98,14.88,0.58,-3.08,-0.01,0.97,-24.2,-1.52,-34.42,-2.17
30,-1,1,0,0,0,1,1,-1,1,0,1,69.42,11.12,11.45,15.38,0.79,13.72,0.05,0.99,-23.91,-1.51,-35.66,-2.25
30,-1,1,0,0,0,1,1,0,-1,0,0,64.22,10.43,10.83,15.16,0.75,10.83,0.04,0.98,-23.21,-1.46,-35.45,-2.23
30,-1,1,0,0,0,1,1,0,1,-1,-1,78.45,12.28,12.36,14.21,0.91,21.01,0.08,0.93,-23.29,-1.47,-32.64,-2.06
30,-1,1,0,0,0,1,1,1,1,0,1,83.67,12.93,13.09,15.47,0.89,21.01,0.08,1.01,-24.9,-1.57,-35.85,-2.26
30,-1,1,0,0,1,-1,-1,-1,1,-1,0,52.25,8.77,9.28,14.51,0.68,5.23,0.02,0.93,-23.24,-1.46,-33.48,-2.11
30,-1,1,0,0,1,-1,0,-1,0,-1,0,49.26,8.34,8.77,14.14,0.67,3.31,0.01,0.92,-23.48,-1.48,-32.41,-2.04
30,-1,1,0,0,1,0,0,1,0,1,-1,73.89,11.7,11.84,14.1,0.88,19.99,0.08,0.89,-22.87,-1.44,-33.55,-2.11
30,-1,1,0,0,1,0,1,-1,0,1,-1,64.22,10.43,10.67,14.28,0.79,13.0,0.05,0.92,-23.7,-1.49,-33.55,-2.11
30,-1,1,0,0,1,1,-1,1,1,1,0,82.94,12.84,12.87,14.94,0.9,23.36,0.09,0.94,-23.29,-1.47,-35.05,-2.21
30,-1,1,0,0,1,1,0,1,-1,-1,-1,92.71,14.02,13.8,13.92,1.03,30.18,0.12,0.89,-22.12,-1.39,-31.53,-1.99
30,-1,1,0,0,1,1,1,1,1,-1,0,90.44,13.75,13.59,14.31,1.0,27.62,0.11,0.93,-23.12,-1.46,-32.72,-2.06
30,-1,1,0,0,1,1,1,1,1,0,0,82.94,12.84,12.87,14.48,0.93,23.36,0.09,0.93,-23.24,-1.46,-33.62,-2.12
30,-1,1,0,1,-1,-1,-1,-1,0,1,1,64.22,10.43,11.07,16.77,0.7,8.25,0.03,1.06,-26.7,-1.68,-39.65,-2.5
30,-1,1,0,1,-1,0,-1,-1,1,1,-1,66.47,10.73,11.45,17.28,0.7,8.25,0.03,1.1,-27.63,-1.74,-40.71,-2.56
30,-1,1,0,1,-1,0,-1,0,0,1,1,73.19,11.61,12.14,16.9,0.75,12.28,0.05,1.09,-26.86,-1.69,-40.1,-2.53
30,-1,1,0,1,-1,0,0,1,-1,-1,1,50.02,8.45,9.2,16.09,0.61,0.16,0.0,1.03,-25.1,-1.58,-37.33,-2.35
30,-1,1,0,1,-1,0,1,0,-1,0,1,65.72,10.63,11.15,15.89,0.74,10.47,0.04,1.02,-25.1,-1.58,-36.89,-2.32
30,-1,1,0,1,-1,1,0,-1,-1,-1,1,40.32,7.01,7.89,16.12,0.53,-6.85,-0.03,1.03,-27.06,-1.7,-37.88,-2.39
30,-1,1,0,1,-1,1,0,0,1,-1,1,58.22,9.61,10.35,16.58,0.66,5.23,0.02,1.04,-27.19,-1.71,-38.66,-2.44
30,-1,1,0,1,0,-1,-1,-1,-1,1,-1,48.5,8.23,8.86,15.1,0.63,1.35,0.01,0.97,-24.55,-1.55,-35.11,-2.21
30,-1,1,0,1,0,-1,-1,-1,1,-1,0,34.39,6.09,6.98,15.29,0.5,-8.56,-0.03,0.97,-24.95,-1.57,-35.59,-2.24
30,-1,1,0,1,0,-1,-1,0,-1,0,-1,76.94,12.09,12.29,15.16,0.85,19.65,0.08,0.95,-23.99,-1.51,-34.63,-2.18
30,-1,1,0,1,0,-1,-1,0,1,0,0,79.16,12.37,12.65,15.62,0.85,20.33,0.08,0.97,-24.5,-1.54,-36.05,-2.27
30,-1,1,0,1,0,-1,0,0,-1,1,1,82.94,12.84,12.95,15.38,0.88,22.35,0.09,0.97,-24.45,-1.54,-35.85,-2.26
30,-1,1,0,1,0,0,-1,0,0,0,1,60.47,9.92,10.51,16.49,0.68,7.13,0.03,1.03,-26.68,-1.68,-39.36,-2.48
30,-1,1,0,1,0,0,-1,1,0,0,1,67.9,10.92,11.38,15.77,0.76,13.0,0.05,0.99,-25.15,-1.58,-36.95,-2.33
30,-1,1,0,1,0,0,-1,1,0,1,-1,91.95,13.93,14.08,16.24,0.91,25.01,0.1,1.03,-25.24,-1.59,-37.64,-2.37
30,-1,1,0,1,0,0,1,0,1,0,0,73.89,11.7,12.14,15.89,0.8,16.54,0.07,1.0,-24.95,-1.57,-37.14,-2.34
30,-1,1,0,1,1,-1,1,0,0,1,-1,79.16,12.37,12.43,14.17,0.92,22.35,0.09,0.91,-22.61,-1.42,-33.1,-2.09
30,-1,1,0,1,1,-1,1,0,1,-1,0,82.13,12.74,12.73,14.65,0.91,23.02,0.09,0.93,-23.46,-1.48,-33.77,-2.13
30,-1,1,0,1,1,-1,1,0,1,1,-1,86.7,13.3,13.24,14.68,0.94,25.34,0.1,0.93,-22.58,-1.42,-34.06,-2.15
30,-1,1,0,1,1,0,-1,0,0,0,1,55.21,9.19,9.78,15.62,0.67,5.99,0.02,0.98,-24.25,-1.53,-36.83,-2.32
30,-1,1,0,1,1,0,0,-1,-1,-1,1,69.42,11.12,11.38,15.1,0.8,14.43,0.06,0.97,-24.35,-1.53,-35.05,-2.21
30,-1,1,0,1,1,0,0,1,1,-1,1,77.65,12.18,12.36,15.16,0.86,19.99,0.08,0.95,-24.1,-1.52,-35.32,-2.22
30,-1,1,0,1,1,0,1,0,1,0,0,72.41,11.51,11.84,15.13,0.82,17.24,0.07,0.95,-23.57,-1.48,-35.18,-2.22
30,-1,1,0,1,1,1,1,1,0,-1,0,79.88,12.46,12.51,14.78,0.89,21.01,0.08,0.95,-22.75,-1.43,-33.99,-2.14
30,-1,1,0,1,1,1,1,1,0,0,0,85.14,13.11,13.16,14.97,0.92,24.02,0.1,0.95,-22.98,-1.45,-34.98,-2.2
30,-1,1,1,-1,-1,-1,-1,-1,-1,1,0,61.93,10.12,10.75,16.46,0.69,7.13,0.03,1.05,-26.68,-1.68,-38.3,-2.41
30,-1,1,1,-1,-1,-1,0,-1,0,-1,-1,58.22,9.61,10.27,16.38,0.67,6.75,0.03,1.01,-25.29,-1.59,-38.06,-2.4
30,-1,1,1,-1,-1,-1,0,-1,0,-1,1,48.5,8.23,9.03,15.83,0.61,-0.24,-0.0,1.02,-25.43,-1.6,-36.12,-2.28
30,-1,1,1,-1,-1,-1,0,0,-1,1,1,66.47,10.73,11.07,15.07,0.77,11.56,0.05,0.99,-24.15,-1.52,-34.98,-2.2
30,-1,1,1,-1,-1,-1,0,1,0,0,-1,87.44,13.39,13.66,16.63,0.86,24.35,0.1,1.01,-25.53,-1.61,-38.54,-2.43
30,-1,1,1,-1,-1,0,-1,-1,0,-1,-1,61.2,10.02,10.83,17.59,0.65,7.13,0.03,1.06,-27.72,-1.75,-40.66,-2.56
30,-1,1,1,-1,-1,0,0,1,1,0,0,95.0,14.29,14.36,16.3,0.92,25.99,0.1,1.04,-26.7,-1.68,-37.64,-2.37
30,-1,1,1,-1,-1,1,-1,0,-1,0,-1,67.9,10.92,11.38,15.95,0.76,11.92,0.05,1.02,-24.73,-1.56,-37.51,-2.36
30,-1,1,1,-1,-1,1,-1,0,0,-1,1,70.18,11.22,11.68,15.95,0.77,12.64,0.05,1.03,-25.24,-1.59,-37.94,-2.39
30,-1,1,1,-1,-1,1,-1,1,-1,1,1,98.01,14.64,14.57,15.68,0.97,27.29,0.11,1.03,-24.33,-1.53,-36.64,-2.31
30,-1,1,1,-1,-1,1,1,1,-1,0,0,60.47,9.92,10.35,15.0,0.73,8.25,0.03,0.99,-24.45,-1.54,-34.56,-2.18
30,-1,1,1,-1,0,0,0,0,0,0,0,61.93,10.12,10.51,15.07,0.74,11.2,0.04,0.94,-24.43,-1.54,-35.11,-2.21
30,-1,1,1,-1,0,0,1,1,1,-1,0,65.72,10.63,10.99,14.68,0.79,12.64,0.05,0.96,-23.73,-1.49,-34.49,-2.17
30,-1,1,1,-1,0,1,0,1,1,-1,1,66.47,10.73,11.15,15.29,0.77,11.56,0.05,0.99,-25.22,-1.59,-35.72,-2.25
30,-1,1,1,-1,0,1,1,1,0,1,-1,70.18,11.22,11.38,14.1,0.85,16.54,0.07,0.92,-22.72,-1.43,-33.1,-2.09
30,-1,1,1,-1,1,-1,1,-1,1,0,0,50.78,8.56,9.03,14.31,0.67,4.08,0.02,0.92,-23.91,-1.51,-33.18,-2.09
30,-1,1,1,-1,1,-1,1,0,0,-1,1,60.47,9.92,10.27,14.38,0.76,10.47,0.04,0.93,-23.81,-1.5,-32.8,-2.07
30,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,54.5,9.09,9.54,14.28,0.71,7.13,0.03,0.92,-24.75,-1.56,-32.72,-2.06
30,-1,1,1,-1,1,0,0,-1,1,-1,-1,57.5,9.51,9.87,14.31,0.74,9.36,0.04,0.91,-23.73,-1.49,-33.25,-2.09
30,-1,1,1,-1,1,1,-1,0,0,1,0,82.94,12.84,12.8,14.58,0.92,23.02,0.09,0.94,-22.52,-1.42,-34.28,-2.16
30,-1,1,1,-1,1,1,-1,0,1,-1,-1,63.48,10.33,10.59,14.51,0.77,13.0,0.05,0.91,-23.67,-1.49,-34.06,-2.15
30,-1,1,1,-1,1,1,-1,0,1,-1,0,57.5,9.51,10.03,15.32,0.7,7.5,0.03,0.97,-25.43,-1.6,-36.44,-2.3
30,-1,1,1,-1,1,1,0,0,1,-1,-1,67.14,10.82,11.15,14.75,0.8,14.08,0.06,0.95,-24.25,-1.53,-34.49,-2.17
30,-1,1,1,-1,1,1,0,1,-1,1,1,76.16,11.99,12.14,14.55,0.88,19.31,0.08,0.94,-23.18,-1.46,-33.77,-2.13
30,-1,1,1,-1,1,1,1,1,1,-1,-1,83.67,12.93,12.87,14.21,0.95,24.35,0.1,0.92,-23.48,-1.48,-33.25,-2.09
30,-1,1,1,0,-1,-1,-1,-1,1,1,0,64.97,10.53,11.15,16.44,0.72,9.36,0.04,1.05,-27.1,-1.71,-38.95,-2.45
30,-1,1,1,0,-1,-1,0,0,1,1,0,82.13,12.74,12.87,15.47,0.87,20.67,0.08,1.0,-26.25,-1.65,-36.31,-2.29
30,-1,1,1,0,-1,0,1,1,-1,0,-1,61.2,10.02,10.43,14.94,0.74,8.99,0.04,0.98,-24.35,-1.53,-34.42,-2.17
30,-1,1,1,0,-1,1,-1,0,-1,0,0,69.42,11.12,11.61,16.15,0.76,11.2,0.04,1.06,-25.93,-1.63,-37.51,-2.36
30,-1,1,1,0,-1,1,-1,1,0,1,0,73.19,11.61,12.06,16.35,0.78,13.36,0.05,1.06,-26.36,-1.66,-38.42,-2.42
30,-1,1,1,0,0,-1,-1,0,-1,1,0,72.41,11.51,11.68,14.71,0.84,16.54,0.07,0.95,-24.28,-1.53,-34.28,-2.16
30,-1,1,1,0,0,-1,0,0,0,0,-1,67.14,10.82,11.07,14.38,0.81,14.79,0.06,0.92,-24.25,-1.53,-32.88,-2.07
30,-1,1,1,0,0,0,-1,-1,0,1,1,64.22,10.43,10.91,15.59,0.74,11.2,0.04,0.98,-24.45,-1.54,-36.76,-2.32
30,-1,1,1,0,0,0,-1,0,0,0,-1,57.5,9.51,10.03,14.88,0.71,8.25,0.03,0.94,-24.55,-1.55,-33.84,-2.13
30,-1,1,1,0,0,0,-1,1,0,0,0,76.94,12.09,12.29,15.19,0.85,19.31,0.08,0.96,-23.81,-1.5,-35.05,-2.21
30,-1,1,1,0,0,0,0,1,0,1,-1,77.65,12.18,12.29,14.48,0.89,19.99,0.08,0.94,-23.48,-1.48,-34.63,-2.18
30,-1,1,1,0,0,0,1,-1,-1,0,-1,41.84,7.24,7.98,14.61,0.59,-3.08,-0.01,0.96,-24.22,-1.53,-34.35,-2.16
30,-1,1,1,0,0,0,1,-1,0,-1,0,55.99,9.3,9.78,14.78,0.71,6.75,0.03,0.96,-23.1,-1.46,-34.13,-2.15
30,-1,1,1,0,0,1,-1,1,1,1,0,70.95,11.32,11.61,15.26,0.8,15.49,0.06,0.97,-24.4,-1.54,-36.25,-2.28
30,-1,1,1,0,0,1,1,-1,-1,-1,1,78.45,12.28,12.43,15.07,0.87,19.31,0.08,0.98,-23.24,-1.46,-34.77,-2.19
30,-1,1,1,0,0,1,1,-1,0,0,1,66.47,10.73,11.15,15.41,0.76,11.92,0.05,0.99,-24.07,-1.52,-35.92,-2.26
30,-1,1,1,0,1,-1,0,1,1,-1,1,80.68,12.56,12.65,14.71,0.9,21.35,0.08,0.96,-24.25,-1.53,-34.28,-2.16
30,-1,1,1,0,1,-1,1,0,1,-1,-1,67.9,10.92,11.15,14.41,0.82,15.14,0.06,0.93,-23.78,-1.5,-33.1,-2.09
30,-1,1,1,0,1,0,0,-1,0,-1,-1,50.02,8.45,8.95,13.96,0.69,4.85,0.02,0.9,-23.37,-1.47,-32.1,-2.02
30,-1,1,1,0,1,0,1,0,0,1,0,74.67,11.8,11.99,14.84,0.85,18.62,0.07,0.94,-23.1,-1.46,-34.63,-2.18
30,-1,1,1,0,1,0,1,1,1,-1,0,74.67,11.8,11.99,14.68,0.86,17.93,0.07,0.95,-23.73,-1.49,-33.84,-2.13
30,-1,1,1,0,1,1,0,0,-1,1,0,71.64,11.41,11.61,14.71,0.83,16.19,0.06,0.95,-23.01,-1.45,-34.13,-2.15
30,-1,1,1,0,1,1,1,1,-1,0,0,65.72,10.63,10.91,14.75,0.78,12.64,0.05,0.95,-22.63,-1.43,-33.77,-2.13
30,-1,1,1,1,-1,-1,-1,-1,0,0,-1,49.26,8.34,9.03,15.68,0.62,0.95,0.0,1.0,-25.41,-1.6,-35.72,-2.25
30,-1,1,1,1,-1,-1,0,-1,0,-1,-1,42.56,7.35,8.07,15.1,0.58,-1.86,-0.01,0.95,-24.8,-1.56,-34.42,-2.17
30,-1,1,1,1,-1,-1,1,0,1,-1,1,64.22,10.43,10.83,15.19,0.76,11.56,0.05,0.97,-24.53,-1.55,-35.18,-2.22
30,-1,1,1,1,-1,-1,1,1,0,1,-1,70.18,11.22,11.45,15.1,0.8,15.14,0.06,0.96,-22.95,-1.45,-34.42,-2.17
30,-1,1,1,1,-1,0,-1,-1,-1,0,1,44.84,7.69,8.6,16.38,0.56,-3.08,-0.01,1.03,-28.09,-1.77,-38.54,-2.43
30,-1,1,1,1,-1,0,-1,-1,0,1,1,76.16,11.99,12.43,16.93,0.77,15.14,0.06,1.07,-27.48,-1.73,-39.87,-2.51
30,-1,1,1,1,-1,0,-1,0,-1,1,0,70.18,11.22,11.84,16.71,0.74,11.92,0.05,1.07,-26.41,-1.66,-39.07,-2.46
30,-1,1,1,1,-1,0,-1,1,0,1,0,67.9,10.92,11.53,16.88,0.72,9.73,0.04,1.08,-26.38,-1.66,-39.24,-2.47
30,-1,1,1,1,-1,0,1,0,-1,-1,-1,130.33,18.16,17.82,17.46,1.05,47.72,0.19,0.95,-25.43,-1.6,-39.13,-2.46
30,-1,1,1,1,-1,0,1,0,0,-1,1,67.14,10.82,11.22,15.47,0.77,12.28,0.05,0.99,-24.4,-1.54,-35.66,-2.25
30,-1,1,1,1,-1,1,0,-1,0,1,1,63.48,10.33,10.99,16.52,0.7,8.99,0.04,1.04,-25.81,-1.63,-38.72,-2.44
30,-1,1,1,1,-1,1,1,0,1,-1,-1,50.78,8.56,9.2,15.71,0.63,1.35,0.01,1.01,-25.58,-1.61,-36.38,-2.29
30,-1,1,1,1,0,-1,-1,0,0,-1,0,45.58,7.8,8.51,15.04,0.61,0.55,0.0,0.94,-24.38,-1.54,-34.35,-2.16
30,-1,1,1,1,0,-1,0,0,-1,1,1,80.68,12.56,12.73,15.62,0.85,20.67,0.08,0.98,-24.48,-1.54,-36.38,-2.29
30,-1,1,1,1,0,-1,1,0,0,0,0,67.14,10.82,11.22,15.23,0.78,13.36,0.05,0.97,-24.04,-1.51,-35.39,-2.23
30,-1,1,1,1,0,-1,1,1,-1,1,1,69.42,11.12,11.45,15.47,0.78,14.08,0.06,0.98,-23.78,-1.5,-36.12,-2.28
30,-1,1,1,1,0,0,-1,-1,-1,1,0,56.71,9.4,9.95,15.77,0.67,5.99,0.02,0.99,-25.65,-1.62,-37.51,-2.36
30,-1,1,1,1,0,1,-1,0,0,0,1,68.66,11.02,11.53,16.15,0.75,12.64,0.05,1.02,-26.86,-1.69,-38.0,-2.39
30,-1,1,1,1,0,1,0,-1,1,0,0,58.94,9.71,10.43,16.3,0.68,7.5,0.03,1.0,-26.97,-1.7,-38.18,-2.41
30,-1,1,1,1,1,-1,-1,1,0,0,-1,82.94,12.84,12.87,14.41,0.93,24.68,0.1,0.91,-22.92,-1.44,-32.8,-2.07
30,-1,1,1,1,1,-1,0,0,0,0,-1,75.45,11.9,11.99,14.24,0.88,20.33,0.08,0.9,-23.26,-1.47,-32.57,-2.05
30,-1,1,1,1,1,-1,1,-1,-1,-1,0,59.74,9.82,10.19,14.58,0.74,9.73,0.04,0.93,-23.24,-1.46,-33.4,-2.1
30,-1,1,1,1,1,-1,1,0,0,0,0,68.66,11.02,11.38,15.1,0.79,15.14,0.06,0.95,-24.25,-1.53,-35.11,-2.21
30,-1,1,1,1,1,0,-1,0,-1,1,-1,55.99,9.3,9.7,14.75,0.7,7.13,0.03,0.94,-24.75,-1.56,-34.7,-2.19
30,-1,1,1,1,1,0,-1,1,-1,-1,-1,75.45,11.9,11.99,14.38,0.88,19.99,0.08,0.92,-23.29,-1.47,-33.25,-2.09
30,-1,1,1,1,1,1,-1,-1,0,-1,-1,52.25,8.77,9.37,15.0,0.67,5.23,0.02,0.94,-25.31,-1.59,-34.84,-2.19
30,-1,1,1,1,1,1,0,0,-1,-1,0,76.94,12.09,12.29,15.07,0.86,19.65,0.08,0.95,-23.73,-1.49,-35.25,-2.22
30,-1,1,1,1,1,1,1,1,-1,0,1,57.5,9.51,10.03,15.74,0.68,6.37,0.03,0.99,-24.35,-1.53,-36.12,-2.28
30,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,46.32,7.91,8.77,16.58,0.57,-1.45,-0.01,1.02,-26.99,-1.7,-39.19,-2.47
30,0,-1,-1,-1,-1,0,0,0,1,0,-1,190.1,23.74,22.86,20.11,1.17,68.86,0.27,1.05,-29.28,-1.84,-46.25,-2.91
30,0,-1,-1,-1,-1,0,0,1,-1,-1,1,62.67,10.22,10.83,16.58,0.69,8.62,0.03,1.03,-26.36,-1.66,-38.9,-2.45
30,0,-1,-1,-1,-1,0,1,-1,1,1,-1,96.54,14.47,14.57,16.6,0.91,24.68,0.1,1.09,-27.1,-1.71,-39.36,-2.48
30,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,92.71,14.02,14.29,17.14,0.87,25.34,0.1,1.05,-26.27,-1.65,-39.99,-2.52
30,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,80.68,12.56,13.02,17.43,0.78,20.67,0.08,1.01,-26.72,-1.68,-39.65,-2.5
