Date,Open,High,Low,Close,Adj Close,Volume
2017-09-14,86.599998,86.830002,86.599998,86.830002,86.830002,1228
2017-09-15,86.660004,86.660004,86.620003,86.620003,86.620003,170
2017-09-18,87.160004,87.160004,86.879997,86.879997,86.879997,11
2017-09-19,86.879997,86.879997,86.879997,86.879997,86.879997,0
2017-09-20,87.010002,87.029999,86.889999,87.029999,87.029999,241
2017-09-21,86.980003,87.089996,86.980003,87.089996,87.089996,7200
2017-09-22,87.040001,87.279999,87.040001,87.160004,87.160004,156
2017-09-25,87.160004,87.160004,87.160004,87.160004,87.160004,0
2017-09-26,87.519997,87.519997,87.400002,87.400002,87.400002,148
2017-09-27,87.599998,87.660004,87.599998,87.660004,87.660004,191
2017-09-28,87.870003,88.050003,87.800003,88.050003,88.050003,321
2017-09-29,88.120003,88.449997,88.120003,88.449997,88.449997,181
2017-10-02,88.620003,88.800003,88.620003,88.779999,88.779999,146
2017-10-03,88.779999,88.779999,88.779999,88.779999,88.779999,0
2017-10-04,88.949997,88.970001,88.889999,88.889999,88.889999,70
2017-10-05,88.699997,88.940002,88.699997,88.940002,88.940002,70
2017-10-06,88.750000,88.750000,88.599998,88.599998,88.599998,295
2017-10-09,88.779999,88.830002,88.779999,88.830002,88.830002,424
2017-10-10,88.720001,88.800003,88.720001,88.750000,88.750000,130
2017-10-11,88.709999,88.879997,88.709999,88.769997,88.769997,298
2017-10-12,88.889999,89.029999,88.889999,88.889999,88.889999,2075
2017-10-13,89.349998,89.349998,89.220001,89.220001,89.220001,539
2017-10-16,89.809998,89.809998,89.089996,89.089996,89.089996,302
2017-10-17,88.919998,88.919998,88.779999,88.779999,88.779999,5600
2017-10-18,89.080002,89.139999,89.080002,89.139999,89.139999,107
2017-10-19,88.919998,88.919998,88.400002,88.400002,88.400002,15136
2017-10-20,88.699997,88.910004,88.699997,88.800003,88.800003,407
2017-10-23,89.010002,89.010002,88.730003,88.889999,88.889999,787
2017-10-24,88.980003,88.980003,88.639999,88.639999,88.639999,270
2017-10-25,88.650002,88.650002,88.379997,88.379997,88.379997,129
2017-10-26,88.400002,89.269997,88.400002,89.269997,89.269997,271
2017-10-27,89.690002,89.750000,89.500000,89.699997,89.699997,1131
2017-10-30,90.000000,90.000000,89.900002,89.900002,89.900002,110
2017-10-31,89.900002,89.900002,89.900002,89.900002,89.900002,0
2017-11-01,90.599998,90.970001,90.519997,90.519997,90.519997,284
2017-11-02,90.580002,90.580002,90.029999,90.029999,90.029999,21
2017-11-03,90.250000,90.370003,90.080002,90.370003,90.370003,236
2017-11-06,90.370003,90.370003,90.370003,90.370003,90.370003,0
2017-11-07,90.370003,90.370003,90.370003,90.370003,90.370003,0
2017-11-08,89.660004,89.830002,89.660004,89.830002,89.830002,1115
