w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,sharpe,annualized,var
0,-1,0,0,1,1,1,0,-1,0,0,0.82,11.11,-22.48
-1,1,0,0,-1,0,0,0,0,1,0,0.65,9.91,-28.88
-1,-1,-1,0,1,1,0,0,0,-1,0,1.25,24.1,-28.07
-1,-1,0,-1,0,0,0,0,0,-1,0,1.21,24.9,-28.64
-1,-1,0,-1,-1,1,0,0,0,0,-1,1.3,27.94,-29.63
0,0,0,0,-1,0,1,-1,1,-1,0,0.52,6.43,-23.63
-1,-1,0,-1,-1,-1,0,0,0,0,0,1.2,25.76,-31.06
-1,-1,-1,0,0,-1,0,0,0,0,-1,1.26,26.32,-29.28
-1,0,0,0,-1,-1,1,0,-1,1,0,0.98,17.71,-28.82
0,0,-1,0,-1,1,0,0,0,-1,-1,1.09,21.89,-29.64
-1,-1,-1,0,-1,-1,0,0,1,1,0,1.35,28.85,-30.62
-1,-1,-1,-1,1,1,0,0,0,0,-1,1.4,28.55,-27.28
-1,-1,-1,-1,0,1,0,0,0,-1,0,1.29,26.92,-29.6
-1,-1,0,-1,-1,-1,0,0,0,1,0,1.23,25.88,-29.98
-1,-1,0,0,1,1,0,0,0,-1,0,0.96,13.73,-23.34
-1,0,0,0,0,1,0,0,-1,-1,-1,1.38,26.53,-26.63
0,0,-1,0,1,-1,1,0,0,-1,0,1.12,19.0,-24.63
-1,-1,-1,-1,1,1,0,0,-1,-1,0,1.35,26.94,-26.58
0,0,-1,0,1,1,0,0,0,-1,-1,0.96,12.7,-21.5
-1,-1,-1,0,0,-1,-1,1,0,0,-1,1.02,17.42,-27.62
0,-1,0,-1,0,1,1,1,0,0,0,0.94,13.5,-23.58
0,-1,-1,-1,0,1,0,0,0,0,0,1.3,25.75,-26.92
-1,-1,-1,0,1,-1,-1,0,0,1,-1,1.06,18.29,-27.45
-1,-1,-1,0,-1,-1,0,1,0,0,-1,0.95,16.87,-29.27
-1,-1,0,0,-1,-1,0,0,0,0,0,1.18,24.29,-29.45
-1,-1,-1,-1,0,1,0,0,-1,0,-1,1.3,26.75,-27.65
0,-1,-1,0,1,1,1,0,0,-1,0,1.13,18.96,-24.19
-1,0,0,0,-1,1,0,0,-1,1,-1,0.69,10.28,-27.37
-1,-1,0,0,-1,1,0,1,0,-1,-1,1.15,21.92,-29.15
-1,0,-1,-1,-1,-1,0,0,0,-1,0,0.99,19.8,-29.78
0,0,-1,-1,0,1,0,0,0,-1,0,1.11,22.37,-28.35
-1,-1,-1,-1,-1,0,0,0,0,1,-1,1.2,25.7,-30.77
-1,-1,-1,0,-1,1,0,0,-1,-1,0,1.09,22.06,-30.8
0,-1,-1,-1,0,1,0,0,0,-1,-1,1.15,23.9,-28.55
0,-1,0,-1,-1,-1,0,0,0,0,0,0.93,17.67,-26.63
-1,-1,-1,0,1,0,0,0,0,0,-1,1.42,28.78,-28.04
-1,-1,-1,-1,1,-1,0,0,0,1,-1,1.28,26.03,-27.86
-1,0,-1,-1,1,1,0,0,0,-1,0,1.35,27.8,-28.17
-1,-1,-1,0,-1,0,0,0,-1,-1,-1,1.24,25.06,-29.17
-1,-1,-1,0,-1,-1,0,1,1,1,0,1.16,20.41,-29.22
0,-1,0,-1,0,1,0,0,0,0,-1,1.26,23.48,-24.88
-1,-1,0,-1,-1,-1,0,0,0,-1,0,1.14,23.4,-28.6
-1,-1,-1,-1,0,1,0,0,0,0,-1,1.39,30.5,-29.51
-1,0,-1,-1,1,0,0,0,0,-1,-1,1.37,27.83,-26.74
-1,-1,0,-1,-1,1,0,0,-1,0,-1,1.21,24.52,-28.81
-1,0,-1,-1,0,1,0,0,-1,-1,-1,1.24,25.84,-28.86
-1,0,-1,0,1,-1,0,0,0,-1,-1,1.27,24.95,-27.94
-1,-1,-1,-1,-1,1,0,0,0,-1,0,1.18,24.37,-29.96
0,-1,-1,0,0,1,0,0,-1,-1,0,1.22,23.6,-28.14
-1,-1,-1,-1,1,1,0,0,-1,0,0,1.3,25.88,-26.46
-1,0,0,0,1,1,0,0,-1,-1,-1,0.9,11.89,-22.68
-1,0,-1,-1,-1,1,0,0,0,-1,-1,1.18,25.4,-30.1
-1,-1,0,-1,-1,1,0,0,0,0,0,1.29,27.96,-30.23
-1,-1,-1,-1,0,1,0,0,0,0,0,1.37,29.55,-28.53
-1,-1,-1,-1,1,-1,0,0,0,-1,-1,1.32,27.67,-27.86
-1,0,-1,0,0,-1,0,0,0,1,0,1.03,20.49,-30.51
-1,-1,-1,-1,-1,0,0,1,0,-1,-1,0.82,14.05,-28.87
0,-1,0,0,1,1,0,0,0,-1,-1,0.93,12.11,-20.99
-1,-1,-1,0,1,-1,0,0,0,0,-1,1.31,26.02,-28.42
-1,-1,0,-1,-1,-1,0,0,0,1,1,1.24,25.23,-29.75
-1,0,-1,0,0,1,0,0,0,1,0,0.93,15.41,-27.47
-1,-1,-1,-1,1,1,0,0,0,0,0,1.07,17.61,-27.05
-1,-1,0,0,1,0,0,0,0,-1,-1,1.37,27.05,-26.76
-1,-1,-1,-1,1,0,0,0,0,0,0,1.37,29.0,-28.59
-1,-1,0,-1,-1,1,0,0,0,0,1,0.92,15.49,-29.73
-1,-1,-1,0,0,-1,0,0,0,-1,-1,1.2,24.86,-28.82
-1,0,-1,-1,0,0,0,0,0,-1,-1,1.2,26.23,-31.27
-1,-1,0,-1,-1,0,0,0,0,0,0,1.24,26.42,-30.31
-1,-1,-1,-1,0,1,0,0,-1,0,0,1.37,28.55,-28.87
-1,-1,0,0,1,-1,0,0,0,1,0,1.13,15.95,-22.74
-1,0,0,0,0,-1,0,0,0,-1,-1,1.21,24.33,-27.47
-1,-1,-1,-1,1,0,0,0,-1,-1,-1,1.25,25.23,-26.85
-1,-1,0,-1,0,-1,0,0,0,0,0,1.14,23.49,-29.04
-1,-1,-1,0,-1,1,0,0,-1,-1,-1,1.24,25.48,-29.57
-1,-1,-1,-1,0,1,0,0,-1,-1,0,1.28,26.65,-28.8
-1,-1,-1,0,0,1,0,0,0,0,0,1.04,18.21,-29.09
-1,-1,-1,-1,0,1,0,0,0,-1,-1,1.24,26.86,-31.19
-1,0,0,0,0,-1,0,0,-1,1,-1,1.25,23.1,-25.94
-1,-1,-1,0,0,1,0,0,0,-1,0,1.31,28.34,-30.6
-1,0,0,-1,-1,-1,0,0,0,1,1,1.09,20.88,-29.84
-1,-1,-1,0,-1,-1,0,0,0,0,-1,1.18,25.35,-30.62
-1,-1,-1,0,-1,-1,0,0,0,-1,-1,1.21,25.13,-29.16
-1,-1,-1,0,0,1,0,0,-1,0,0,1.28,26.19,-28.98
-1,-1,0,0,-1,1,0,0,0,-1,0,1.22,25.41,-30.3
-1,-1,-1,0,-1,0,0,0,-1,0,-1,1.17,24.13,-29.42
-1,-1,-1,0,1,-1,0,0,0,1,0,1.32,26.08,-27.37
-1,-1,-1,-1,1,1,0,0,-1,-1,-1,1.42,29.59,-27.99
-1,-1,0,-1,-1,0,0,0,0,0,-1,1.17,25.23,-31.41
-1,0,-1,0,0,1,0,0,-1,-1,-1,1.18,22.96,-27.43
-1,0,-1,-1,0,1,0,0,0,-1,0,1.23,25.4,-28.51
-1,0,0,-1,-1,-1,0,0,0,1,0,1.23,25.93,-29.55
-1,0,0,0,-1,1,0,0,-1,-1,0,1.12,21.94,-28.1
-1,-1,-1,-1,0,1,0,0,0,1,-1,1.41,28.19,-27.14
-1,0,-1,-1,1,1,0,0,0,-1,-1,1.33,26.98,-27.03
-1,-1,-1,-1,0,0,0,0,0,-1,-1,1.22,25.91,-29.81
-1,-1,-1,0,1,-1,0,0,1,-1,0,1.35,27.25,-28.59
-1,-1,-1,0,1,0,0,0,0,-1,-1,1.35,27.32,-28.0
-1,-1,0,0,-1,1,0,0,0,0,-1,1.23,25.71,-29.6
-1,0,0,-1,-1,1,0,0,0,-1,0,1.22,25.38,-28.23
-1,0,-1,0,-1,-1,0,0,0,0,-1,1.18,24.35,-28.78
-1,-1,0,0,0,1,0,0,0,0,-1,1.27,23.99,-26.81
