w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,sharpe,annualized,var
-1,0,-1,-1,-1,0,0,0,1,-1,-1,1.18,24.29,-29.11
-1,-1,-1,-1,-1,0,0,0,0,0,0,1.22,25.69,-30.51
-1,0,-1,0,0,-1,0,0,0,1,-1,1.21,24.46,-28.33
-1,0,0,-1,1,1,0,0,0,-1,0,0.92,12.73,-23.8
-1,-1,0,0,0,0,0,0,0,0,0,1.3,26.61,-29.51
-1,-1,-1,-1,0,-1,0,0,0,-1,-1,1.18,24.63,-28.66
-1,-1,0,0,-1,0,0,0,0,1,-1,1.22,25.01,-30.03
-1,-1,-1,0,0,0,0,0,-1,0,-1,1.22,24.58,-27.78
-1,-1,0,-1,-1,-1,0,0,0,-1,-1,1.23,25.8,-29.11
0,0,-1,0,-1,1,0,0,0,0,-1,1.2,23.24,-28.11
-1,0,-1,-1,-1,0,0,0,0,0,-1,1.15,24.93,-31.04
-1,0,-1,-1,-1,1,0,0,0,0,-1,1.19,25.21,-30.55
-1,0,-1,0,1,1,0,0,1,-1,0,1.14,17.56,-25.05
-1,0,0,-1,1,0,0,0,0,0,0,0.97,13.8,-23.34
-1,-1,-1,-1,-1,1,0,0,0,0,0,1.26,27.36,-30.54
-1,-1,-1,-1,0,-1,0,0,0,1,-1,1.25,26.5,-30.53
-1,-1,-1,0,0,1,0,0,0,-1,-1,1.24,26.59,-30.62
-1,0,-1,-1,1,0,0,0,0,-1,0,1.15,23.11,-28.3
-1,-1,-1,-1,0,1,0,0,0,1,0,0.97,15.85,-27.47
-1,-1,0,0,-1,1,0,0,0,1,0,0.87,14.67,-28.34
-1,-1,-1,0,0,-1,0,0,1,-1,0,1.17,23.79,-29.37
-1,-1,0,-1,0,1,0,0,0,0,-1,1.33,28.11,-27.54
-1,-1,-1,-1,1,1,0,0,0,1,-1,1.04,15.73,-25.05
-1,-1,-1,-1,1,-1,0,0,0,-1,0,1.12,22.68,-29.42
-1,-1,-1,-1,-1,0,0,0,0,-1,-1,1.18,25.2,-30.86
-1,-1,-1,0,-1,-1,0,0,1,1,-1,1.31,28.24,-31.19
-1,-1,-1,0,0,1,0,0,0,0,-1,1.33,27.41,-28.89
-1,0,-1,0,-1,1,0,0,0,-1,0,1.08,22.36,-30.67
-1,0,0,-1,-1,-1,0,0,0,0,0,1.09,22.21,-29.29
-1,-1,0,0,-1,0,0,0,0,-1,0,1.24,25.83,-28.73
-1,-1,-1,-1,1,0,0,0,0,1,-1,1.43,29.34,-27.04
