w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,sharpe,annualized,var
0,0,-1,1,-1,1,1,1,1,1,0,0.99,15.3,-25.16
-1,-1,0,0,1,0,1,0,0,-1,-1,1.15,19.78,-23.79
-1,0,-1,0,0,-1,1,0,-1,0,-1,1.09,20.21,-27.33
-1,1,0,0,1,0,1,0,-1,-1,0,0.9,12.36,-23.81
-1,0,-1,0,1,0,-1,-1,0,0,0,0.8,11.91,-27.48
-1,0,0,1,1,-1,-1,0,1,1,0,0.95,14.21,-24.95
0,-1,-1,0,-1,0,1,1,1,1,-1,1.03,15.98,-26.31
-1,1,-1,1,-1,-1,0,0,1,0,1,0.54,7.36,-28.27
-1,0,-1,0,1,-1,1,1,1,0,-1,1.07,15.22,-23.72
-1,1,0,-1,0,0,1,0,0,-1,-1,1.1,19.11,-24.94
-1,0,-1,0,1,0,-1,0,0,1,0,0.88,13.87,-26.3
-1,-1,-1,1,1,-1,1,0,0,1,-1,1.21,21.48,-24.0
-1,0,-1,-1,0,-1,1,0,0,1,0,1.15,22.51,-28.62
-1,0,-1,0,-1,0,1,0,1,-1,-1,1.25,25.7,-29.0
-1,-1,-1,0,-1,-1,1,0,0,1,0,1.11,22.39,-30.57
-1,0,1,0,0,1,-1,0,1,1,0,0.83,12.86,-26.59
0,0,-1,1,1,-1,1,0,0,0,0,0.9,12.35,-23.46
-1,0,0,0,-1,1,1,0,1,-1,-1,1.05,18.98,-26.48
0,-1,-1,-1,-1,1,1,1,1,1,-1,1.07,16.79,-26.18
-1,0,0,0,0,0,0,0,0,0,-1,1.24,24.24,-27.81
-1,0,-1,0,1,0,0,0,1,1,0,1.0,15.13,-25.04
-1,0,0,0,-1,0,0,1,1,0,-1,1.13,20.01,-28.61
-1,0,-1,0,-1,-1,0,0,1,0,1,0.76,12.28,-29.67
-1,0,-1,0,-1,-1,1,0,0,1,0,0.96,18.01,-29.53
0,-1,0,-1,0,0,1,0,0,-1,-1,1.23,24.78,-26.11
0,0,-1,-1,-1,-1,1,0,0,1,1,0.97,16.77,-26.26
-1,1,0,0,0,1,-1,0,0,0,0,0.8,11.78,-25.28
-1,0,0,0,0,1,-1,-1,0,1,0,0.79,12.15,-26.42
0,0,-1,0,-1,0,1,0,0,0,-1,1.05,19.5,-27.66
-1,-1,0,-1,-1,0,1,0,0,-1,-1,1.2,24.49,-28.52
-1,0,0,0,-1,0,1,0,1,0,0,1.11,20.84,-28.93
-1,-1,0,0,0,-1,1,0,0,-1,-1,1.27,25.26,-27.7
-1,0,-1,0,0,1,0,0,0,0,1,0.86,13.93,-28.19
-1,1,0,1,-1,0,1,0,1,-1,-1,0.63,8.58,-25.1
-1,-1,-1,0,-1,1,0,1,1,0,1,1.06,18.68,-29.48
-1,0,0,0,-1,0,1,0,-1,0,-1,1.07,20.65,-28.21
-1,1,-1,0,1,-1,-1,0,1,0,0,0.84,12.0,-24.77
-1,0,0,0,-1,0,1,-1,-1,-1,0,0.8,11.87,-25.13
-1,-1,-1,0,1,-1,1,0,0,1,0,1.13,19.65,-24.62
-1,0,-1,0,-1,1,0,0,1,0,1,0.84,13.8,-29.98
-1,-1,-1,1,1,-1,1,0,-1,1,-1,1.25,21.87,-23.2
-1,1,-1,1,0,-1,0,0,1,0,1,0.74,10.53,-26.53
-1,0,-1,0,0,0,0,0,0,-1,-1,1.26,25.87,-28.13
-1,0,-1,-1,1,0,1,0,0,1,0,1.38,25.43,-25.5
-1,1,-1,1,-1,0,0,0,-1,-1,0,1.08,20.61,-27.78
-1,1,0,0,-1,-1,1,0,1,0,1,0.8,11.05,-24.82
-1,0,-1,0,-1,-1,1,0,0,0,1,0.92,16.74,-28.47
0,-1,-1,0,-1,-1,1,1,-1,1,-1,0.86,13.04,-26.29
-1,0,-1,0,-1,0,1,0,0,0,-1,1.11,22.1,-29.39
-1,0,0,0,-1,0,0,1,1,-1,-1,1.03,17.82,-27.19
-1,-1,0,0,1,0,1,0,0,1,-1,0.96,12.89,-22.42
-1,0,-1,0,-1,0,1,1,0,0,1,0.82,12.8,-29.14
-1,0,-1,0,-1,0,1,0,0,-1,-1,1.16,23.76,-29.0
-1,0,0,0,0,0,1,1,0,0,-1,0.99,14.46,-24.03
-1,0,-1,-1,-1,-1,1,0,0,1,0,1.1,21.99,-30.28
0,0,-1,0,-1,-1,0,0,0,0,-1,1.04,19.9,-28.61
-1,0,-1,-1,0,1,0,0,1,1,0,0.91,14.28,-26.29
-1,-1,0,0,0,1,1,0,1,-1,-1,1.19,21.63,-25.69
0,0,-1,0,0,0,0,0,0,-1,-1,1.15,22.84,-28.22
0,-1,0,-1,0,0,1,0,0,0,-1,1.14,21.11,-26.21
-1,-1,0,1,1,-1,1,0,-1,-1,-1,1.04,17.61,-22.97
-1,0,-1,0,-1,1,0,0,1,-1,-1,1.28,27.24,-30.38
-1,0,0,-1,1,0,1,0,1,1,0,1.02,14.05,-22.89
-1,-1,-1,0,-1,0,0,0,1,1,0,1.02,17.74,-29.67
-1,0,-1,0,1,0,1,0,0,1,0,0.83,11.42,-23.31
-1,0,-1,0,-1,0,1,0,1,0,1,0.67,10.02,-28.66
-1,-1,0,-1,0,0,1,0,0,-1,0,1.17,23.26,-27.2
-1,0,-1,0,-1,1,0,0,1,1,0,0.92,15.42,-28.16
-1,-1,-1,-1,0,-1,1,0,0,1,0,1.22,24.64,-29.51
-1,0,-1,-1,1,0,1,0,0,0,1,1.18,21.32,-25.11
-1,-1,-1,1,-1,-1,0,1,-1,0,1,0.71,10.74,-27.72
-1,0,-1,0,-1,1,0,0,0,-1,-1,1.13,23.85,-31.07
-1,0,0,0,-1,0,1,0,1,-1,0,1.14,21.52,-27.32
-1,0,-1,0,-1,-1,-1,0,0,1,0,0.87,15.16,-30.4
-1,-1,-1,0,-1,-1,1,0,1,1,0,1.05,19.59,-29.34
-1,0,-1,-1,-1,-1,1,0,1,0,0,1.21,25.07,-30.04
-1,0,-1,-1,0,-1,1,0,0,-1,0,1.17,23.38,-27.71
-1,0,-1,0,1,1,1,0,1,1,-1,0.85,11.85,-24.09
-1,0,-1,0,0,0,0,0,1,-1,-1,1.31,26.4,-28.41
-1,-1,-1,0,-1,-1,1,0,1,0,1,1.08,20.3,-29.23
-1,0,-1,0,1,0,0,0,0,1,0,1.03,16.48,-24.89
-1,0,0,0,-1,0,1,0,0,1,0,0.87,16.25,-30.65
-1,-1,0,1,1,-1,1,0,-1,1,-1,1.27,22.07,-22.01
-1,-1,0,-1,-1,0,1,0,0,1,0,1.19,23.14,-28.58
-1,0,0,0,0,0,0,0,0,-1,-1,1.24,24.9,-28.45
0,-1,0,0,0,0,1,0,0,-1,-1,1.16,20.97,-26.53
-1,0,-1,0,-1,1,0,0,0,1,0,0.86,14.58,-28.44
-1,0,-1,-1,-1,0,1,0,0,-1,-1,1.21,25.05,-28.97
-1,0,-1,0,1,-1,1,0,0,0,0,1.23,21.73,-24.05
-1,-1,0,0,0,1,0,0,0,-1,-1,1.33,28.11,-29.76
-1,0,-1,-1,-1,0,1,0,0,1,0,1.15,22.59,-28.89
-1,0,-1,1,1,-1,1,0,1,-1,-1,1.16,20.49,-25.24
0,-1,-1,-1,0,-1,1,0,0,0,-1,1.18,23.52,-28.18
-1,0,-1,0,-1,0,0,0,0,-1,-1,1.22,25.59,-29.27
-1,0,-1,-1,1,0,1,0,0,-1,0,1.08,19.76,-26.59
-1,0,-1,0,-1,-1,-1,0,1,1,0,0.93,16.59,-29.25
-1,-1,-1,0,-1,0,1,0,0,1,0,1.08,21.27,-29.69
-1,0,0,0,-1,0,0,0,0,0,-1,1.19,25.23,-30.71
-1,0,0,-1,-1,0,1,0,0,1,0,1.21,23.29,-27.92
-1,0,0,0,0,0,0,0,0,1,-1,0.73,10.34,-25.32
-1,0,-1,0,1,0,1,0,1,-1,-1,1.18,20.44,-23.67
-1,-1,0,0,-1,1,0,0,-1,1,-1,1.1,20.93,-28.29
-1,-1,0,1,1,0,1,0,-1,1,-1,1.05,15.31,-23.51
-1,0,0,0,0,1,0,0,0,-1,-1,1.27,24.71,-27.7
-1,0,-1,0,-1,0,1,0,0,1,-1,1.0,18.7,-28.49
-1,-1,-1,0,-1,0,0,0,0,1,0,1.26,26.32,-30.63
-1,0,1,0,-1,0,1,0,0,1,0,0.7,10.23,-27.1
-1,0,-1,0,0,0,1,0,1,-1,-1,1.18,22.55,-27.3
-1,0,-1,0,-1,1,1,0,0,-1,-1,1.15,23.24,-29.93
0,0,0,-1,0,0,1,0,0,1,-1,1.11,18.69,-23.99
-1,0,-1,0,-1,1,-1,0,0,0,0,1.06,19.75,-30.29
-1,0,-1,-1,1,0,0,0,0,1,0,1.06,16.51,-25.48
-1,-1,-1,0,0,0,0,0,0,1,0,1.24,25.47,-29.17
-1,-1,0,0,0,1,1,0,0,-1,-1,1.19,21.5,-25.7
-1,0,1,0,-1,0,0,0,0,-1,0,1.15,23.44,-28.25
-1,-1,-1,0,-1,1,0,0,1,-1,-1,1.29,28.31,-30.35
0,0,-1,0,0,1,0,0,0,-1,-1,1.25,26.54,-29.24
-1,-1,0,1,0,0,0,0,0,-1,-1,1.19,22.85,-26.75
-1,-1,-1,-1,-1,0,1,0,0,-1,0,1.13,23.46,-30.45
-1,0,0,0,0,1,1,0,0,-1,-1,1.14,20.32,-25.18
-1,-1,-1,-1,-1,-1,1,0,0,1,0,1.1,21.71,-30.09
-1,-1,0,-1,0,0,0,0,0,-1,-1,1.32,28.56,-29.3
-1,0,-1,0,0,0,1,0,0,1,-1,1.07,19.5,-27.03
-1,0,-1,0,-1,1,0,1,1,0,1,1.02,17.35,-28.88
-1,0,-1,-1,1,-1,1,0,0,1,0,1.25,22.03,-25.08
-1,0,-1,-1,0,0,0,0,-1,-1,0,1.08,21.66,-29.01
